name,wer,wer_n,cer,cer_n
p225,11.688082714227622,11.15570323704295,12.711059042121702,11.067268624864667
p226,7.522916956238261,6.989226790195152,11.063993992839652,9.718130645571552
p227,6.619715515550671,6.405642993265458,10.15783823407186,9.106450922855077
p228,5.165505175497309,5.070506750707735,8.51169698568263,7.797100581299172
p229,6.823234126733639,6.365278380480516,10.797507335718018,9.637425432732499
p230,7.311973753220407,6.908714416668809,11.294995581277231,10.193075490879895
p231,12.338113951050849,11.657067074667285,15.000289145279824,13.152853397342678
p232,8.36801794257558,7.980707326089351,11.008212091376729,9.942297499394561
p233,6.811144685189675,6.438522235954323,9.138152095999708,8.323631898854812
p234,3.966050190911652,3.8728114068281094,7.427596640854772,6.91117097844211
p236,11.404586059592479,10.622807011606756,12.829178181697559,11.173051449291092
p237,7.0922816205563635,6.8422546891135045,10.494756815971252,9.531473223358061
p238,7.468563169061662,6.953220884154722,8.867334029268083,7.846010340777942
p239,13.340150419464745,12.567415942676508,14.11635772775373,12.38374074506239
p240,3.737946868618374,3.62907838753894,7.250453314535473,6.6707339936963335
p241,7.155858222763736,6.564526125432639,11.244139697177467,10.043966751834116
p243,7.607370524588636,7.299265593643206,9.201094856964781,8.418606802416917
p244,10.791986751352079,10.415733713979327,13.101809327633362,11.667737906532269
p245,5.3812869697124786,5.278617684393774,8.63909944180675,8.017949460986362
p246,3.6679735779265323,3.440846060296222,7.7772623025997945,7.064139099087937
p247,8.825941112098846,8.151679975918203,11.370725382138533,9.978273666662226
p248,10.302965919392289,9.947715746987862,11.979842136182096,10.578375252688891
p249,8.448857331025435,8.012848589832089,12.483500903675193,11.250271905654385
p250,11.638576651377313,11.203562337165568,13.192242519389211,11.657709440172656
p251,22.098199639132,20.810481444247575,24.048279089055292,20.6456684171603
p252,10.56111600991485,9.876159874925403,12.70390722563515,11.221387862676613
p253,8.606246677299303,8.437138806612488,12.036312103169202,10.931561992342138
p254,9.901909379463559,9.249243073886566,12.080613329619853,10.594688484684903
p255,7.4778739709978845,6.966329451227378,10.935573400795704,9.647866415527355
p256,5.3962548066243805,5.159312624640613,8.631809635959046,7.915403714698034
p257,12.030138892557032,11.303081959549974,14.03793496438074,12.49580062377822
p258,11.609839564312608,11.17350667895462,14.116053457499383,12.624423220240606
p259,5.188259965587902,4.97374588467706,7.812565608069688,7.297036173119453
p260,7.253075350224614,7.011965312027055,10.690300518128248,9.647221126818296
p261,6.177036577186475,5.846908547510106,9.19716103616304,8.287530460674516
p262,9.287922966554447,8.823131761381195,12.459874318950222,11.012746803032266
p263,15.762863348766802,14.748550047399322,17.262582293389983,15.209638899933887
p264,15.351930892356453,14.246721643963152,16.56488540654293,14.399711085497236
p265,5.93866678048513,5.46772613015807,9.930754361729221,8.831700141759992
p266,13.686274075554445,13.03814212410496,16.52767977532788,14.74777453044543
p267,9.453068306750065,8.948274104854718,12.64689121749901,11.152991882088916
p268,4.117521489831576,3.8173195024374693,6.385895158793335,5.848626473479351
p269,6.70245456107169,6.369256147065197,10.51905691828028,9.448063387112795
p270,8.415166743631945,7.824200400242779,10.820776831827155,9.725993523293694
p271,4.841229975749757,4.529098486985721,9.940478890022487,9.020678290778191
p272,8.899268372952584,8.49198758726227,12.051364026663974,10.768842270907022
p273,13.754335034338466,12.812112188555604,15.49763921754411,13.583154125878433
p274,6.823687073175505,6.43840413960931,8.87402257556614,7.947016326875568
p275,10.399072193286582,9.90972140769711,13.535711666262179,12.096107958517496
p276,6.119075776885074,5.830302589429684,9.691586913789848,8.813210687318527
p277,15.093712442479466,13.882591395204875,18.41602830837558,15.974444357677513
p278,8.685277793387126,8.33136316685636,11.099855370881386,10.008797464650062
p279,10.413006175705405,10.058542611690182,12.56226632229039,11.38079311942157
p280,6.88446936746038,6.528471353456005,8.407973181605005,7.624537324575086
p281,13.22930696451003,12.599799534077293,16.156741757897308,14.33769654376659
p282,8.696483161715243,8.347574137587081,11.905962722674893,10.795878244293695
p283,14.275412769128412,13.422154313072355,16.94513864326003,14.85715829511299
p284,7.636235744667724,7.260314490407367,10.477524436478951,9.287203556545261
p285,15.966902181044942,15.183942361503663,17.642719177585974,15.473530154225513
p286,6.654759067780065,6.28134768259138,8.870655584135413,7.91888494958152
p287,8.060281861330772,7.6558670937084585,10.914851589261918,9.736433024657527
p288,5.381271041880391,5.271959666121647,8.46510237255643,7.700345232956598
p292,5.5861317933926475,5.432180225687716,9.046114207466609,8.33431884598512
p293,16.153602411676584,15.02827526451929,18.93287821606349,16.27900391850217
p294,2.740200849570017,2.6264143416065773,7.215766470549971,6.6930695667970275
p295,13.361455075935094,12.522401266075356,16.33352467131472,14.315540495936302
p297,5.233172769143992,5.054951709627967,8.477230165183807,7.800581516835799
p298,8.841500788152544,8.39076168218468,10.914958359327953,9.64828511838182
p299,3.8372166166169146,3.696252577831525,6.861706765082121,6.206501947205717
p300,4.609590540230583,4.247979091935717,7.719421530836124,6.75500577936575
p301,2.8335298542751484,2.695426540989353,6.900615436280506,6.3629404224975366
p302,8.707217764856656,8.219496010882983,11.18128496354148,10.173440549837444
p303,5.00875724546742,4.701852975494968,8.571117789626609,7.809610506612779
p304,11.290341210087389,10.904892668610472,13.636010698359993,12.257937365808976
p305,5.945289051737041,5.559713615430164,9.143895302638212,8.355571754452088
p306,6.80199400565533,6.42635836915013,10.02036468705346,9.067806528370863
p307,2.9043830716763046,2.8022916237201954,6.420284413084726,5.928214485927943
p308,7.902694491440289,7.557124638218085,10.690099503288602,9.596975850531148
p310,7.2065802804884544,6.850938417754391,10.726846351194414,9.660365195157153
p311,4.958298254770821,4.656692190753408,9.004214659508618,8.342597653340396
p312,4.6874216065476055,4.512988729194713,8.835060580325255,8.104632178013382
p313,8.981818489881995,8.4918158227138,13.107169896411358,11.601274063570461
p314,6.228526456827184,6.004051037316303,9.02483139234455,8.283683087127514
p316,4.683283823176309,4.493240000959715,8.816141712515057,8.230323682521172
p317,2.515450726536953,2.4166597990786123,6.465301830463233,6.0382972325718205
p318,1.9319241393012907,1.845600510323633,5.8771809234079235,5.437890813346338
p323,5.250375203716002,5.029390733322549,7.543086857330859,6.795184155361976
p326,15.829188036612557,14.987607487491099,18.268358020454798,15.795400401377071
p329,4.218910616517077,4.062223942419193,8.21001143126374,7.504403700304786
p330,2.9235183201215307,2.8759043895288765,7.00452195390519,6.508758730116047
p333,3.34900509431517,3.1964430257966954,6.302221200014824,5.833977581638203
p334,7.699657115401575,7.228540678439677,11.626727814251826,10.340960909914
p335,9.864452382940193,9.414676693703296,12.232432937401251,10.968526970832523
p336,6.752044350015671,6.485340727104544,9.554137608507652,8.638935995739606
p339,3.1754225061099888,3.0179119053369763,7.611692444617073,6.968321538901337
p340,7.468396975675808,7.1287504674633295,11.118650867947448,10.058248984038622
p341,2.2940421611101436,2.234204452595605,6.104253361725971,5.640249156142943
p343,2.325862590716091,2.1567562102695037,7.388940344075029,6.7459951214874865
p345,5.632999194745183,5.225518682249112,10.000729845994947,9.203699397785616
p347,13.184342660716638,12.30145272220893,14.768887746299004,12.828752425579728
p351,8.768568655229913,8.349098052110023,12.621816301151167,11.355465729979185
p360,7.933005711260135,7.693661101880768,12.250924481081531,10.989900445293642
p361,4.3933487413502315,4.374430958788824,9.460274291131068,8.632243745297862
p362,3.6954943501798443,3.4681645079591163,7.485054350139187,6.877693172203591
p363,4.57607215740616,4.377124466623274,9.423701370195761,8.523445479807208
p364,6.50776105479468,6.001050763786949,11.694338868662033,10.375898033242818
p374,5.6340836479498195,5.208991015934323,9.413080476639344,8.402491603274273
p376,2.9815965818634633,2.895399367128513,6.38116481102899,5.995597239140388
total_files_total_wer_cer,7.932561590885101,7.517416308719779,10.991602194359753,9.838502889680852
total_by_speakers,7.8492336725064815,7.440291708727056,10.934358287957131,9.790833441969607
