name,transcription,prediction,ev_wer,ev_cer,my_wer,my_cer
p308_001,Please call Stella., place call stellar,66.66666666666666,26.31578947368421,100.0,68.42105263157895
p308_002,Ask her to bring these things with her from the store., ask her to bring these things with her from the store,18.181818181818183,3.7037037037037033,0.0,12.962962962962962
p308_003,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob."," six bins of fresh no peas, five thick slabs of blue thiccis and maybe a snap for her brother bob",30.0,16.666666666666664,20.0,25.49019607843137
p308_004,We also need a small plastic snake and a big toy frog for the kids., We are certainly a small plastic snake and a big toy frog for the kids,20.0,17.91044776119403,13.333333333333334,17.91044776119403
p308_005,"She can scoop these things into three red bags, and we will go meet her Wednesday at the train station.", she can skip these things into three red bags and we will go meet her Wednesday at the train station,20.0,5.825242718446602,5.0,11.650485436893204
p308_006,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow."," When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow",5.88235294117647,1.1494252873563218,0.0,1.1494252873563218
p308_007,The rainbow is a division of white light into many beautiful colors., The Rando is a division of white light and to many beautiful colours,33.33333333333333,13.23529411764706,33.33333333333333,20.588235294117645
p308_008,"They take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.", they take the shape of a long round arch with its path high above and its too end to apparently beyond the horizon,31.818181818181817,6.956521739130435,13.636363636363635,13.043478260869565
p308_009,"There is , according to legend, a boiling pot of gold at one end."," There is , according to legend, a boiling pot of gold at one end",7.142857142857142,1.5384615384615385,0.0,1.5384615384615385
p308_010,"People look, but no one ever finds it."," people look, but no one ever finds it",25.0,5.263157894736842,0.0,34.21052631578947
p308_011,"When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow."," When a man looks for something beyond his reach, his friend say he is looking for the pot of gold at the end of the rainbow",7.6923076923076925,1.6,3.8461538461538463,1.6
p308_012,Throughout the centuries people have explained the rainbow in various ways., throughout the centuries people have explained a rainbow in various ways,27.27272727272727,6.666666666666667,9.090909090909092,32.0
p308_013,Some have accepted it as a miracle without physical explanation., Some have accepted it as a miracle without physical explanation,10.0,1.5625,0.0,1.5625
p308_014,To the Hebrews it was a token that there would be no more universal floods., to the Hebrews it was a token that there would be no more universal floods,13.333333333333334,2.666666666666667,0.0,6.666666666666667
p308_015,The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain., the greeks used to imagine that it was assigned from the gods to fortell war or heavy rain,31.57894736842105,7.777777777777778,15.789473684210526,33.33333333333333
p308_016,The Norsemen considered the rainbow as a bridge over which the gods passed from earth to their home in the sky.," The Norsemen considered the rain that was a bridge over which the gods passed from Earth, which is their home in the sky",33.33333333333333,15.315315315315313,23.809523809523807,18.01801801801802
p308_017,Others have tried to explain the phenomenon physically., others have tried to explain the phenomenon physically,25.0,3.6363636363636362,0.0,23.636363636363637
