name,transcription,prediction,ev_wer,ev_cer,my_wer,my_cer
p268_001,Please call Stella., please call Stella,66.66666666666666,10.526315789473683,0.0,68.42105263157895
p268_002,Ask her to bring these things with her from the store., ask her to bring these things with her from the store,18.181818181818183,3.7037037037037033,0.0,12.962962962962962
p268_003,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob."," six spoons of fresh snow, peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob",15.0,2.941176470588235,0.0,7.8431372549019605
p268_004,We also need a small plastic snake and a big toy frog for the kids., We also need a small plastic snake and a big toy frog for the kids,6.666666666666667,1.4925373134328357,0.0,1.4925373134328357
p268_005,"She can scoop these things into three red bags, and we will go meet her Wednesday at the train station."," she can scoop these things into three red bags, and we will go meet her Wednesday at the train station",10.0,1.9417475728155338,0.0,6.796116504854369
p268_006,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow."," When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow",5.88235294117647,1.1494252873563218,0.0,1.1494252873563218
p268_007,The rainbow is a division of white light into many beautiful colors.," The rainbow is a division of white light, into many beautiful colours",16.666666666666664,4.411764705882353,8.333333333333332,5.88235294117647
p268_009,"There is , according to legend, a boiling pot of gold at one end."," There is , according to legend, a boiling pot of gold at one end",7.142857142857142,1.5384615384615385,0.0,1.5384615384615385
p268_010,"People look, but no one ever finds it."," people look, but no one ever finds it",25.0,5.263157894736842,0.0,34.21052631578947
p268_011,"When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow."," When a man looks for something beyond his reach, his friends say he is booking for the pot of gold at the end of the rainbow",7.6923076923076925,1.6,3.8461538461538463,1.6
p268_012,Throughout the centuries people have explained the rainbow in various ways., throughout the centuries people have explained the rainbow in various ways,18.181818181818183,2.666666666666667,0.0,28.000000000000004
p268_013,Some have accepted it as a miracle without physical explanation.," Some have accepted it, as a miracle without physical explanation",20.0,3.125,0.0,3.125
p268_014,To the Hebrews it was a token that there would be no more universal floods., to the Hebrews it was a token that there would be no more universal floods,13.333333333333334,2.666666666666667,0.0,6.666666666666667
p268_015,The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain., The Greek ceased to imagine that it was a sign from the gods to Fertel War or Heatheriang,31.57894736842105,17.77777777777778,26.31578947368421,32.22222222222222
p268_016,The Norsemen considered the rainbow as a bridge over which the gods passed from earth to their home in the sky., The Norsemen considered the rainbow as a bridge over which the gods passed from Earth to their home in the sky,9.523809523809524,1.8018018018018018,0.0,1.8018018018018018
p268_017,Others have tried to explain the phenomenon physically., others have tried to explain the phenomenon physically,25.0,3.6363636363636362,0.0,23.636363636363637
p268_018,Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain., aris dot also thought that the rainbow is caused by reflection of the son's rays by the rain,37.5,12.222222222222221,37.5,27.77777777777778
p268_019,"Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows."," Since then, his assists have found that it is not reflection, but refraction by the raindrops which causes the rainbows",21.052631578947366,6.779661016949152,10.526315789473683,16.101694915254235
p268_020,Many complicated ideas about the rainbow have been formed., many complicated ideas about the rainbow have been formed,22.22222222222222,3.4482758620689653,0.0,15.517241379310345
