name,transcription,prediction,ev_wer,ev_cer,my_wer,my_cer
p232_001,Please call Stella., Please call Stela,33.33333333333333,10.526315789473683,33.33333333333333,15.789473684210526
p232_002,Ask her to bring these things with her from the store., ask her to bring these things with her from the store,18.181818181818183,3.7037037037037033,0.0,12.962962962962962
p232_003,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob."," six boons of fresh snow bees, five thick slabs of blue cheese, and maybe a snack will have brother Bob",30.0,12.745098039215685,20.0,22.54901960784314
p232_004,We also need a small plastic snake and a big toy frog for the kids., We also need a small plastic snake and a big toy frog for the kids,6.666666666666667,1.4925373134328357,0.0,1.4925373134328357
p232_005,"She can scoop these things into three red bags, and we will go meet her Wednesday at the train station."," she can scoop these things into three red bags, and we will go meet her wedding's day at the train station",20.0,7.766990291262135,10.0,16.50485436893204
p232_006,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow."," When the sunlight strikes raindrops in the air, the act is a prism and form a rainbow",17.647058823529413,3.4482758620689653,11.76470588235294,3.4482758620689653
p232_007,The rainbow is a division of white light into many beautiful colors., The rainbow is a division of white light into many beautiful colors,8.333333333333332,1.4705882352941175,0.0,1.4705882352941175
p232_008,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon."," they use to take the shape of a long round arch, with its path high above and its two ends apparently beyond the horizon",22.727272727272727,7.758620689655173,18.181818181818183,13.793103448275861
p232_009,"There is , according to legend, a boiling pot of gold at one end."," There is, according to legend, a boiling pot of gold at one end",21.428571428571427,3.076923076923077,14.285714285714285,4.615384615384616
p232_010,"People look, but no one ever finds it."," People look, but no one ever finds it",12.5,2.631578947368421,0.0,2.631578947368421
p232_011,"When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow."," When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow",3.8461538461538463,0.8,0.0,0.8
p232_012,Throughout the centuries people have explained the rainbow in various ways.," throughout the centuries, people have explained the rainbow in various ways",27.27272727272727,4.0,0.0,29.333333333333332
