name,wer,wer_n,cer,cer_n
p225,8.399632701178678,8.11359549377723,9.350110938430955,8.31047960940376
p226,5.190572884799671,4.965841065597125,6.965737079552597,6.318043177886725
p227,4.326823524496369,4.20694340461625,6.418863291143352,5.837383994667228
p228,5.392564247180294,5.370388527204747,7.136029810276189,6.528481045832702
p229,6.328558263011809,6.108404664507981,8.10872249978923,7.236385906786353
p230,7.2273664828117345,6.891617426318218,9.2642897535546,8.292307906303787
p231,10.218039229033002,9.862867135761057,11.519987208954346,10.22274405019633
p232,6.972007499763933,6.799938521877006,8.928723255899317,8.005370063858829
p233,6.820201174509323,6.473134152994083,8.308699768742159,7.396429947461405
p234,3.768366307651369,3.690340984696738,5.735981884911508,5.363008760531557
p236,10.451248491203563,9.936130704744313,11.920869566536103,10.437520525416327
p237,5.127837221182242,5.035650646694782,7.6636353798040995,7.041445597587308
p238,6.607148721583875,6.284171153529863,8.031857870647825,7.21046742721944
p239,12.435366728981741,12.042686699847529,12.914634996636295,11.467492813278904
p240,3.556308583531813,3.4916731011244484,5.942707604299962,5.467788691570678
p241,4.763756073954373,4.502403482573454,7.294846577964414,6.505145173843955
p243,7.1178940845473555,6.96585944553472,7.6433481236704415,6.94991187675246
p244,10.677813038273012,10.353241277426742,12.486560785062784,10.867111600892043
p245,4.808022638642618,4.7162667551828985,6.408529539707078,5.937052223134777
p246,2.374723841939367,2.217295402388022,5.808468075271419,5.2547489673852885
p247,8.458387964759154,8.042148648519841,9.02311911279461,8.0420173624057
p248,11.598526232237779,11.215721024651597,12.886459002548245,11.337173220748989
p249,7.978828999761487,7.576885975157775,9.570619290153878,8.44628799772533
p250,10.603288414672077,10.273164182094854,12.250302752556724,10.818381683591697
p251,19.338427702366396,18.157288638635677,19.345415131550933,16.831484898571894
p252,7.7874775375069305,7.548046541058872,8.948874224731188,8.08398988265741
p253,8.102435342435339,7.953462093462092,10.274058921753976,9.165073836962296
p254,2.513340427515069,2.4670323213807595,5.266475820436609,4.871611197724204
p255,6.683648057415588,6.2762852417067085,8.133746845976242,7.285743773425864
p256,3.5193365859898265,3.468359918057599,5.714504130815108,5.307152664010358
p257,10.71543770309482,10.302120052551633,12.736898620167858,11.195607001563065
p258,7.471535958059466,7.325559583297236,9.520589433456413,8.64813927588907
p259,3.848234384671632,3.7712050971160287,5.690162695166162,5.278078142234362
p260,7.355787868667475,7.139342891486594,9.156735622103652,8.271112891500168
p261,7.9020817715854355,7.568928723894041,9.431497880923388,8.43869022352492
p262,7.775323631018967,7.601616130635004,9.254728690271982,8.37043643095998
p263,14.939410513201212,14.34162881986997,15.092065780649218,13.372937293773054
p264,14.586132339386959,13.97826315311845,14.66778404784633,12.882751632488732
p265,6.598839025976847,6.232414028466657,8.628704221908302,7.660796422584377
p266,17.90684205625588,17.119247884401297,18.54086249400758,16.019869070653098
p267,7.442822322630552,7.185159087290636,9.147502693578183,8.216617868643306
p268,3.378792764001475,3.2574499579296052,5.128856032083497,4.7449076189824515
p269,6.651692516689232,6.404297592163088,8.455232806681005,7.6606486444316255
p270,5.606681197254362,5.396481173114408,7.041218552101445,6.467138888739547
p271,3.337710766704505,3.1992590899657074,6.041496818559708,5.574160001643221
p272,6.279528353577526,6.178267084433046,8.149092548940656,7.411870524260606
p273,8.41822492500139,8.005007245769368,9.479378136663144,8.396365104986678
