name,transcription,prediction,ev_wer,ev_cer,my_wer,my_cer
p238_001,Please call Stella., please call Stella,66.66666666666666,10.526315789473683,0.0,68.42105263157895
p238_002,Ask her to bring these things with her from the store., ask her to bring these things with her from the storm,18.181818181818183,5.555555555555555,9.090909090909092,14.814814814814813
p238_003,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob."," six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob",10.0,1.9607843137254901,0.0,6.862745098039216
p238_004,We also need a small plastic snake and a big toy frog for the kids., We also need a small plastic snake and a big toy frog for the kids,6.666666666666667,1.4925373134328357,0.0,1.4925373134328357
p238_005,"She can scoop these things into three red bags, and we will go meet her Wednesday at the train station.", she can scoop these things into three year-old bikes and we will go meet her Wednesday at the train station,20.0,11.650485436893204,10.0,17.475728155339805
p238_006,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow."," When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow",5.88235294117647,1.1494252873563218,0.0,1.1494252873563218
p238_007,The rainbow is a division of white light into many beautiful colors., the rainbow is a division of white light into many beautiful colours,16.666666666666664,4.411764705882353,8.333333333333332,13.23529411764706
p238_008,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon."," these take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon",9.090909090909092,1.7241379310344827,0.0,9.482758620689655
p238_009,"There is , according to legend, a boiling pot of gold at one end."," There is , according to legend, a boiling pot of gold at one end",7.142857142857142,1.5384615384615385,0.0,1.5384615384615385
p238_010,"People look, but no one ever finds it."," people look, but no one ever finds it",25.0,5.263157894736842,0.0,34.21052631578947
p238_011,"When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow."," When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow",3.8461538461538463,0.8,0.0,0.8
p238_012,Throughout the centuries people have explained the rainbow in various ways., throughout the centuries people have explained the rainbow in various ways,18.181818181818183,2.666666666666667,0.0,28.000000000000004
p238_013,Some have accepted it as a miracle without physical explanation.," Some have accepted it, as a miracle, without physical explanation",30.0,4.6875,0.0,4.6875
p238_014,To the Hebrews it was a token that there would be no more universal floods.," to the heaprice, it was a token that there would be no more universal floods",20.0,12.0,6.666666666666667,17.333333333333336
