name,transcription,prediction,ev_wer,ev_cer,my_wer,my_cer
p297_001,Please call Stella., please call Stella,66.66666666666666,10.526315789473683,0.0,68.42105263157895
p297_002,Ask her to bring these things with her from the store., as Dakota bringing these things with her from the store,45.45454545454545,20.37037037037037,36.36363636363637,29.629629629629626
p297_003,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob."," six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob",10.0,1.9607843137254901,0.0,6.862745098039216
p297_004,We also need a small plastic snake and a big toy frog for the kids., We also need a small plastic snake and a big toy for our other kids,26.666666666666668,10.44776119402985,20.0,16.417910447761194
p297_005,"She can scoop these things into three red bags, and we will go meet her Wednesday at the train station.", she can't go up these things into three red bags and we will go to meet her Wednesday at the train station,35.0,11.650485436893204,20.0,18.446601941747574
p297_006,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow."," when the sunlight strikes rain drops in the air, they act as a prism and form a rain bottle",29.411764705882355,8.045977011494253,23.52941176470588,32.18390804597701
p297_007,The rainbow is a division of white light into many beautiful colors., the rainbow is a division of white light into many beautiful colors,16.666666666666664,2.941176470588235,0.0,10.294117647058822
p297_008,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.", these take the shape of the long round arch with its path high above and its too inherently beyond the horizon,36.36363636363637,13.793103448275861,18.181818181818183,31.03448275862069
p297_009,"There is , according to legend, a boiling pot of gold at one end."," There is , according to a legend, a boiling pot of gold at one end",14.285714285714285,4.615384615384616,7.142857142857142,3.076923076923077
p297_010,"People look, but no one ever finds it."," people look, but no one ever finds it",25.0,5.263157894736842,0.0,34.21052631578947
p297_011,"When a man looks for something beyond his reach, his friends say that he is looking for the pot of gold at the end of the rainbow."," When a man looks for something beyond his reach, his friends say that he is looking for the pot of gold at the end of the rainbow",3.7037037037037033,0.7692307692307693,0.0,0.7692307692307693
p297_012,Throughout the centuries people have explained the rainbow in various ways., throughout the centuries people have explained the rainbow in various ways,18.181818181818183,2.666666666666667,0.0,28.000000000000004
p297_013,Some have accepted it as a miracle without physical explanation., Some have accepted it as a miracle without physical explanation,10.0,1.5625,0.0,1.5625
p297_014,To the Hebrews it was a token that there would be no more universal floods., to the Hebrews it was a token that there would be no more universal floods,13.333333333333334,2.666666666666667,0.0,6.666666666666667
p297_015,The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain., the greeks used to imagine that it was a sign from the gods to foretell war or heavy rain,15.789473684210526,3.3333333333333335,0.0,16.666666666666664
p297_016,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky., The Norsemen considered the rainbow as a bridge over which the gods pass from the earth to their home in the sky,9.090909090909092,2.608695652173913,4.545454545454546,2.608695652173913
p297_017,Others have tried to explain the phenomenon physically., others have tried to explain the phenomenon physically,25.0,3.6363636363636362,0.0,23.636363636363637
p297_018,Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain., era style all thought that the rainbow is caused by reflection of the son's rays by the rain,37.5,14.444444444444443,37.5,27.77777777777778
p297_019,"Since then physicists have found that it is not a reflection, but refraction by the raindrops which causes the rainbows."," since then, physicists have found that it is not a reflection, but refraction by the raindrops which causes the rainbows",15.0,2.5,0.0,13.333333333333334
p297_020,Many complicated ideas about the rainbow have been formed., many complicated ideas about the rainbow have been formed,22.22222222222222,3.4482758620689653,0.0,15.517241379310345
p297_021,"The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases.", The difference in the rainbow depends considerably upon the size of the drops and the width of the coloured band increases as the size of the drops increases,10.714285714285714,1.89873417721519,3.571428571428571,3.79746835443038
p297_023,"If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow."," If the red and the second battle falls upon the green and the first, the result is to give a bow with an abnormally wide yellow van since red and green light when mixed form yellow",13.88888888888889,8.426966292134832,11.11111111111111,8.426966292134832
p297_024,"This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue."," This is a very common type of boat, one showing mainly red and yellow, with little or no green or blue.",4.761904761904762,1.9607843137254901,4.761904761904762,2.941176470588235
p297_025,But it's been kept to a minimum., but its been kept to a minimum,42.857142857142854,9.375,14.285714285714285,34.375
p297_026,We have gone on about him no end., We have gone on about him no end,12.5,3.0303030303030303,0.0,3.0303030303030303
p297_027,And the art of performance is taking risks., and the art of performance is taking risks,25.0,4.651162790697675,0.0,16.27906976744186
p297_028,Appointments should be made on merit., appointments should be made on merit,33.33333333333333,5.405405405405405,0.0,67.56756756756756
p297_029,I feel strongly about it., i feel strongly about it,40.0,8.0,0.0,12.0
p297_030,Tommy is not a problem., terma is not a problem,40.0,21.73913043478261,40.0,47.82608695652174
p297_031,I started on fire a couple of times., i started on fire a couple of times,25.0,5.555555555555555,0.0,8.333333333333332
p297_032,Jack McConnell will be making a statement tomorrow., Jack McConnell will be making a statement tomorrow,12.5,1.9607843137254901,0.0,1.9607843137254901
p297_033,"Other forces were, however, at work.", other forces were however at work,66.66666666666666,11.11111111111111,0.0,36.11111111111111
p297_034,The Shadow Chancellor is away on holiday., the shadow chancellor is away on holiday,57.14285714285714,9.75609756097561,0.0,65.85365853658537
p297_035,The defender should have won the bloody ba., the defender should have won the bloody bar,25.0,4.651162790697675,12.5,16.27906976744186
p297_036,"In the meantime, everyone is taking everyone to court.", in the meantime everyone is taking everyone to court,33.33333333333333,5.555555555555555,0.0,11.11111111111111
p297_037,My fitness was very poor., my fitness was very poor,40.0,8.0,0.0,20.0
p297_038,You have caught a serial killer., you have caught a serial killer,33.33333333333333,6.25,0.0,21.875
p297_039,"Her mother said, She didn't look very well at all.", her mother said she didn't look very well at all,40.0,8.0,0.0,18.0
p297_040,I am writing a novel., i am rating a novel,60.0,19.047619047619047,20.0,47.61904761904761
p297_041,Fewer people are being killed in accidents., Theoropuil are being killed in accidents,42.857142857142854,23.25581395348837,28.57142857142857,37.2093023255814
p297_042,Sure the COE is a cracking band., sure the co is a cracking band,42.857142857142854,15.625,14.285714285714285,37.5
p297_043,"He, too, was unlucky not to get a goal.", he too is unlucky not to get a goal,44.44444444444444,15.384615384615385,11.11111111111111,33.33333333333333
p297_044,Bombing is the easy option., bombing is the easy option,40.0,7.4074074074074066,0.0,55.55555555555556
p297_045,"On the contrary, it was actually very funny.", on the contrary it was actually very funny,37.5,6.8181818181818175,0.0,13.636363636363635
p297_046,"Except for this, it was offside."," except for vitus, it was offside",50.0,18.75,16.666666666666664,59.375
p297_047,"After that time, the market itself will set the prices."," After that time, the market itself will set the prices",10.0,1.8181818181818181,0.0,1.8181818181818181
p297_048,What do we do for an encore?, what do we do for an arm corps?,42.857142857142854,25.0,28.57142857142857,75.0
p297_049,Things start to talk to each other., things start to talk to each other,28.57142857142857,5.714285714285714,0.0,37.142857142857146
p297_050,"At the time, he was a living legend.", at the time he was a living legend,37.5,8.333333333333332,0.0,16.666666666666664
p297_051,I would like to stay with Rangers., i would like to stay with rangers,28.57142857142857,8.823529411764707,0.0,11.76470588235294
p297_052,All will be revealed in due course., all will be revealed in due course,28.57142857142857,5.714285714285714,0.0,20.0
p297_053,It was located on the remote control., it was located on the remote control,28.57142857142857,5.405405405405405,0.0,13.513513513513514
