name,wer,wer_n,cer,cer_n
p225,9.968451398731641,9.728435185393087,10.28770862327803,9.256895360856259
p226,6.660387402366999,6.280749971591623,8.883458384075327,7.933516460180166
p227,5.453710287968171,5.276993136287344,7.6126924411512045,6.978855300693879
p228,7.201898239969854,6.955466939828459,9.032838814284665,8.22240320218729
p229,6.9394118857735005,6.734039575291198,8.57496839664778,7.844328478437149
p230,10.202668101577094,9.351154659933341,11.964080350874257,10.460288493499203
p231,10.18904908188149,9.738677443429358,11.658249342587705,10.422424487394277
p232,8.999932175029913,8.582609905517861,10.467518252826602,9.47725232346725
p233,8.24336619646467,7.774793628995668,9.544556716822035,8.518690559659078
p234,5.118209462851343,4.780985020727975,7.461059996225585,6.766449805173814
p236,10.006063520585347,9.297795700234726,12.265747496639577,10.751002713344421
p237,8.739825622137465,8.304008373599318,10.519424579842642,9.502645952389909
p238,7.657847810148993,7.067224801963144,9.741454160683036,8.602782196046338
p239,13.987251675484817,13.171844356748709,14.463910723920149,12.738858760546023
p240,4.727227261081792,4.562599301360993,6.821705297489174,6.355647950132572
p241,8.140729389479597,7.482556966173732,10.043285817777985,8.931208485599727
p243,6.755521534549256,6.463476168944935,7.7754223642701525,7.062153998785591
p244,11.687748014594542,11.255386258703371,13.33743253944133,11.746311123895348
p245,6.7882929836542685,6.578402476038517,8.23837407641908,7.5490772314106795
p246,5.309700590500356,4.91213232035568,8.301096520957088,7.4446586679838616
p247,12.394786653789433,11.381761277606156,12.784723469117454,11.130190168530897
p248,15.013884786524105,14.244520410533845,15.12953118400917,13.37196998500738
p249,14.064798756275577,12.892877394055715,14.78995348138834,12.77067154472621
p250,11.967197587285705,11.278755959930049,13.214710511837723,11.642785764684742
p251,24.94015826369618,22.9826126482856,23.95469187945173,20.319195091344344
p252,12.518298060750153,11.685918723743463,13.024662793787,11.295214893559688
p253,9.241525745209954,8.885562819247028,11.562365202137299,10.29764395618123
p254,7.675851177147029,7.261201601958238,9.626875117665909,8.594848571773355
p255,9.310249768447978,8.86673969948938,10.198812951861681,9.218211143243876
p256,5.6923731505071204,5.400785670543135,7.916980986917035,7.223418312558149
p257,14.71553796878197,13.778433514366087,15.970567501472722,13.955948203694179
p258,10.598661611038017,10.08640524960313,12.324704861873075,11.02322399543228
p259,5.56055280751637,5.186056127351675,7.42311957912956,6.722931176027798
