name,wer,wer_n,cer,cer_n,transcription,prediction
p243_001,0.0,0.0,5.263157894736842,5.0,Please call Stella., Please call Stella
p243_002,0.0,0.0,1.8518518518518516,1.8181818181818181,Ask her to bring these things with her from the store., Ask her to bring these things with her from the store
p243_003,10.0,10.0,9.803921568627452,9.70873786407767,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob.", 6 spoons of fresh snow peas 5 thick slabs of blue cheese and maybe a snack for her brother Bob
p243_004,0.0,0.0,1.4925373134328357,1.4705882352941175,We also need a small plastic snake and a big toy frog for the kids., We also need a small plastic snake and a big toy frog for the kids
p243_005,5.0,5.0,0.9708737864077669,0.9615384615384616,"She can scoop these things into three red bags, and we will go meet her Wednesday at the train station."," She can scoot these things into three red bags, and we will go meet her Wednesday at the train station."
p243_006,0.0,0.0,1.1494252873563218,1.1363636363636365,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow."," When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow"
p243_007,8.333333333333332,8.333333333333332,4.411764705882353,4.3478260869565215,The rainbow is a division of white light into many beautiful colors., The rainbow is a division of white light into many beautiful colours
p243_008,9.090909090909092,9.090909090909092,6.896551724137931,6.722689075630252,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon."," These take the shape of a long round arch, with its path high above and its twins apparently beyond the horizon."
p243_009,0.0,0.0,1.5384615384615385,1.5151515151515151,"There is , according to legend, a boiling pot of gold at one end."," There is , according to legend, a boiling pot of gold at one end"
p243_010,25.0,22.22222222222222,23.684210526315788,20.454545454545457,"People look, but no one ever finds it."," Beep will look, but no one ever finds it"
p243_011,11.538461538461538,11.538461538461538,4.8,4.761904761904762,"When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow."," When a man looks for something beyond his reach, its friends say he is looking to the put of gold at the end of the rainbow"
p243_012,0.0,0.0,1.3333333333333335,1.3157894736842104,Throughout the centuries people have explained the rainbow in various ways., Throughout the centuries people have explained the rainbow in various ways
p243_013,10.0,10.0,3.125,3.076923076923077,Some have accepted it as a miracle without physical explanation., Some have accepted it is a miracle without physical explanation
p243_014,0.0,0.0,1.3333333333333335,1.3157894736842104,To the Hebrews it was a token that there would be no more universal floods., To the Hebrews it was a token that there would be no more universal floods
p243_015,5.263157894736842,5.263157894736842,8.88888888888889,8.791208791208792,The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain., The Greeks used to imagine that it was a sign from the gods to Fortel War or heavy rain
p243_016,9.523809523809524,9.523809523809524,5.405405405405405,5.357142857142857,The Norsemen considered the rainbow as a bridge over which the gods passed from earth to their home in the sky., The Norsemen consider the rainbow as a bridge over which the gods pass from Earth to their home in the sky
p243_018,12.5,11.76470588235294,14.444444444444443,13.684210526315791,Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain., Ourestuttle thought that the rainbow was caused by a reflection of the sun's rays by the rain
p243_019,0.0,0.0,0.0,0.0,"Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows."," Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows."
p243_020,22.22222222222222,20.0,13.793103448275861,12.5,Many complicated ideas about the rainbow have been formed., Many complicated ideas about the rain boat have been formed
p243_021,3.571428571428571,4.545454545454546,2.5316455696202533,2.5,"The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases."," The difference in the rainbow depends considerably upon the size of the drops, and the width of the coloured band increases as the size of the drops increases."
p243_022,21.052631578947366,20.0,17.82178217821782,16.822429906542055,The actual primary rainbow observed is said to be the effect of super-imposition of a number of bows., The actual primary rainbro observed is said to be the effect of super in position of a number of boaters
p243_023,0.0,0.0,0.0,0.0,"If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow."," If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow."
p243_024,33.33333333333333,31.818181818181817,31.372549019607842,27.82608695652174,"This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue."," This is a very common type of boat, one showing mainly red and yellow with liflano, green or blue."
p243_025,0.0,0.0,4.081632653061225,3.9215686274509802,He has the right attitude but the wrong approach.," He has the right attitude, but the wrong approach"
p243_026,7.6923076923076925,7.6923076923076925,8.695652173913043,8.571428571428571,His secretary said it was a matter for Murray Financial to deal with., His secretary said it was a matter for Maori financial to deal with
p243_027,8.333333333333332,8.333333333333332,14.285714285714285,14.035087719298245,I've got the same feeling as I had last week in Germany., i've got the same feeling as i had last week in jeremony
p243_028,10.0,10.0,3.9215686274509802,3.8461538461538463,The west coast line is not just for middle England., The rest coast line is not just for middle England
p243_029,12.5,12.5,9.090909090909092,8.88888888888889,The Budget is a boost for Scottish business., The budget is a beast for Scottish business
p243_030,0.0,0.0,3.4482758620689653,3.3333333333333335,She brought a lot to my life., She brought a lot to my life
p243_031,14.285714285714285,14.285714285714285,8.88888888888889,8.695652173913043,"Things fall a little flat elsewhere, however."," Things for a little flat elsewhere, however"
p243_032,12.5,12.5,10.0,9.615384615384617,Thomson and his family left court without comment., Thompson and his family left court without comment
p243_033,0.0,0.0,3.225806451612903,3.1746031746031744,I want to give everything to Rangers while I am with the club., I want to give everything to rangers while I am with the club
p243_034,0.0,0.0,8.16326530612245,8.0,But the Sunday Herald said it stood by its story., but the sunday herald said it stood by its story
p243_035,0.0,0.0,2.857142857142857,2.7777777777777777,It is about control of our economy., It is about control of our economy
p243_036,0.0,0.0,2.3255813953488373,2.272727272727273,Each brand was owned by a different family., Each brand was owned by a different family
p243_037,0.0,0.0,2.564102564102564,2.5,That was not perfect golf by any means., That was not perfect golf by any means
p243_038,0.0,0.0,2.631578947368421,2.564102564102564,He added that her comments were noted., He added that her comments were noted
p243_039,0.0,0.0,6.0606060606060606,5.714285714285714,She will get through it I'm sure.," She will get through it, I'm sure"
p243_040,25.0,25.0,22.58064516129032,21.875,Everyone has to prove a point when they cross that white line., Everyone has to prove a point to an across that white line
p243_041,11.11111111111111,11.11111111111111,10.638297872340425,10.204081632653061,Hearts hit back with two goals in four minutes., hearts head back with two goals in four minutes
p243_042,25.0,25.0,17.94871794871795,16.27906976744186,He does not even trust his own members., He doesn't even trust his own members
p243_043,28.57142857142857,28.57142857142857,27.27272727272727,24.324324324324326,He too started on the subs seats., He too started on the subsets
p243_044,0.0,0.0,0.0,0.0,Is it worth it?, Is it worth it?
p243_045,0.0,0.0,0.0,0.0,Does it matter?, Does it matter?
p243_046,0.0,0.0,0.0,0.0,How do you take them away?, How do you take them away?
p243_047,0.0,0.0,0.0,0.0,"However, there is an issue, isn't there?"," However, there is an issue, isn't there?"
p243_048,20.0,20.0,16.666666666666664,16.0,"After the match, do you?"," Off the match, do you?"
p243_049,0.0,0.0,4.0,3.8461538461538463,Has the conflict started?, has the conflict started?
p243_050,0.0,0.0,0.0,0.0,Have I really come to this?, Have I really come to this?
p243_051,28.57142857142857,28.57142857142857,37.5,33.33333333333333,I'm as fit as I can get., i miss fit as i can get
p243_052,11.11111111111111,11.11111111111111,6.382978723404255,6.122448979591836,We took part in a festival called Global Dance., We took barts in a festival called Global Dance
p243_053,8.333333333333332,8.333333333333332,7.142857142857142,7.017543859649122,He said he still planned to go ahead with deep tax cuts., He said he still plans to go ahead with deep tax cuts
p243_054,27.27272727272727,25.0,19.27710843373494,17.97752808988764,"The important retail business continues to deliver excellent results, Stewart said."," The important retail business continues to deliver excellent results, do it, sir."
p243_055,28.57142857142857,25.0,11.11111111111111,10.0,Andy was a huge influence yet again., And he was a huge influence yet again
p243_056,25.0,25.0,17.142857142857142,15.789473684210526,They seem too much of a sure thing., They seem too much and be sure thing
p243_057,0.0,0.0,2.272727272727273,2.2222222222222223,Her husband had been waiting for her return., Her husband had been waiting for her return
p243_058,0.0,0.0,2.4390243902439024,2.380952380952381,You must always attempt to raise the bar., You must always attempt to raise the bar
p243_059,0.0,0.0,3.125,3.0303030303030303,We just want this season to end., We just want this season to end
p243_060,0.0,0.0,2.2222222222222223,2.1739130434782608,It was a day she thought she would never see., It was a day she thought she would never see
p243_061,0.0,0.0,2.1739130434782608,2.127659574468085,Talks have continued at many different levels., Talks have continued at many different levels
p243_062,0.0,0.0,2.272727272727273,2.2222222222222223,The referee is there to decide these things., The referee is there to decide these things
p243_063,11.11111111111111,11.11111111111111,10.416666666666668,10.204081632653061,There were no details of the other five victims., There are no details of the other five victims
p243_064,57.14285714285714,44.44444444444444,60.60606060606061,44.44444444444444,It also has a good labour supply., It also has a good layer of the supply
p243_065,0.0,0.0,3.3333333333333335,3.225806451612903,Indeed he has a lot of output., Indeed he has a lot of output
p243_066,14.285714285714285,14.285714285714285,5.714285714285714,5.555555555555555,Do not give your details to anyone., to not give your details to anyone
p243_067,0.0,0.0,2.631578947368421,2.564102564102564,He was failed by his health authority., He was failed by his health authority
p243_068,0.0,0.0,7.142857142857142,6.896551724137931,But it was not all bad news., but it was not all bad news
p243_069,7.6923076923076925,7.6923076923076925,10.144927536231885,10.0,I cannot believe that someone would pay so much for works like these., i cannot believe that summer would pay so much for works like these
p243_070,0.0,0.0,5.769230769230769,5.660377358490567,"But during the bid process, that changed completely.", but during the bid process that changed completely
p243_071,0.0,0.0,2.631578947368421,2.564102564102564,It turned me against the whole system., It turned me against the whole system
p243_072,0.0,0.0,0.0,0.0,She seemed as moved by her own words as her audience were., She seemed as moved by her own words as her audience were.
p243_073,16.666666666666664,16.666666666666664,13.846153846153847,13.432835820895523,"I saw the story, but that amount wouldn't even pay my commission."," I saw the story, that amount wouldn't even pay my commission"
p243_074,42.857142857142854,33.33333333333333,44.11764705882353,34.090909090909086,But two groups refused to sign up., But two groups who she used to sign up
p243_075,16.666666666666664,15.384615384615385,15.873015873015872,14.705882352941178,I was returning a message he left on my mobile phone yesterday., i was returning a message he left on my no bar phone yesterday
p243_076,37.5,37.5,10.416666666666668,9.803921568627452,It had little effect on European equity markets., It has little effects and European equity markets
p243_077,9.090909090909092,9.090909090909092,6.0,5.660377358490567,I'd sign back up tomorrow if he was back on board., I'd signed back up tomorrow if he was back on board
p243_078,0.0,0.0,1.694915254237288,1.6666666666666667,The key to the whole project will be environmental concern., The key to the whole project will be environmental concern
p243_079,0.0,0.0,2.0408163265306123,2.0,The squad spent the night at police headquarters., The squad spent the night at police headquarters
p243_080,0.0,0.0,2.941176470588235,2.857142857142857,They said our costs were too high., They said our costs were too high
p243_081,0.0,0.0,6.25,6.0606060606060606,I do not attempt to answer that., i do not attempt to answer that
p243_082,14.285714285714285,14.285714285714285,9.090909090909092,8.823529411764707,It's been a great evening for us., Its been a great evening for us
p243_083,0.0,0.0,2.3255813953488373,2.272727272727273,That kind of growth is the important thing., That kind of growth is the important thing
p243_084,0.0,0.0,1.5625,1.5384615384615385,A regular bus service runs between the hall and the town centre., A regular bus service runs between the hall and the town centre
p243_085,0.0,0.0,5.263157894736842,5.128205128205128,No plan for projects are yet in place., no plan for projects are yet in place
p243_086,0.0,0.0,1.7857142857142856,1.7543859649122806,Clearly he knows nothing about Glasgow or Glasgow Green., Clearly he knows nothing about Glasgow or Glasgow Green
p243_087,7.6923076923076925,7.6923076923076925,4.411764705882353,4.3478260869565215,I have no problems playing with such capable players in front of me., I had no problems playing with such capable players in front of me
p243_088,0.0,0.0,2.272727272727273,2.2222222222222223,Celtic have a great base of travelling fans., Celtic have a great base of travelling fans
p243_089,0.0,0.0,8.823529411764707,8.571428571428571,I feel I did not have enough time., i feel i did not have enough time
p243_090,0.0,0.0,2.380952380952381,2.3255813953488373,Among them was Gary Robertson from Dundee., Among them was Gary Robertson from Dundee
p243_091,0.0,0.0,4.761904761904762,4.651162790697675,I can't remember a lot about the accident., i can't remember a lot about the accident
p243_092,12.5,12.5,11.11111111111111,10.869565217391305,Clark was delighted with the effort of Jones., Clark was delighted at the effort of Jones
p243_093,0.0,0.0,3.125,3.0303030303030303,They had the appeal of TV stars., They had the appeal of TV stars
p243_094,0.0,0.0,1.8867924528301887,1.8518518518518516,There is no issue of national security involved here., There is no issue of national security involved here
p243_095,22.22222222222222,22.22222222222222,21.62162162162162,19.51219512195122,He will be a very hard act to follow., He'll be a very hard act to follow
p243_096,0.0,0.0,1.4084507042253522,1.3888888888888888,"Earlier, both main parties had agreed a crucial stage had been reached."," Earlier, both main parties had agreed a crucial stage had been reached"
p243_097,0.0,0.0,5.0,4.878048780487805,"Put simply, it goes something like this."," put simply, it goes something like this"
p243_098,0.0,0.0,1.7241379310344827,1.694915254237288,Over one million people have been forced from their homes., Over one million people have been forced from their homes
p243_099,0.0,0.0,2.941176470588235,2.857142857142857,Even if he doesn't have any lines., Even if he doesn't have any lines
p243_100,28.57142857142857,28.57142857142857,15.151515151515152,13.88888888888889,I am delighted to hear this news., I'm delighted to hear this news
p243_101,0.0,0.0,2.272727272727273,2.2222222222222223,We are already seeing some positive results., We are already seeing some positive results
p243_102,0.0,0.0,1.7857142857142856,1.7543859649122806,We will be putting in a written appeal tomorrow morning., We will be putting in a written appeal tomorrow morning
p243_103,0.0,0.0,3.125,3.0303030303030303,We were under a bit of pressure., We were under a bit of pressure
p243_104,25.0,25.0,23.25581395348837,20.833333333333336,They won't actually make any money from it., They weren't actually making any money from it
p243_105,0.0,0.0,6.666666666666667,6.451612903225806,I bought a flat six years ago., i bought a flat six years ago
p243_106,0.0,0.0,1.8181818181818181,1.7857142857142856,They would now be able to look forward with confidence., They would now be able to look forward with confidence
p243_107,0.0,0.0,2.941176470588235,2.857142857142857,They are a different team at home., They are a different team at home
p243_108,0.0,0.0,1.9607843137254901,1.9230769230769231,It took around three minutes from beginning to end., It took around three minutes from beginning to end
p243_109,0.0,0.0,2.380952380952381,2.3255813953488373,Scotland is never far away at Westminster., Scotland is never far away at Westminster
p243_110,0.0,0.0,2.4390243902439024,2.380952380952381,Some young girls also came by last night., Some young girls also came by last night
p243_111,0.0,0.0,2.5,2.4390243902439024,Former Hamilton defender Colin Miller could return to the club today as manager.," Former Hamilton defender Colin Miller, could return to the club today as manager"
p243_112,0.0,0.0,0.0,0.0,What are they for?, What are they for?
p243_113,0.0,0.0,0.0,0.0,Is there a waiting list?, Is there a waiting list?
p243_114,0.0,0.0,0.0,0.0,Do they think anyone else wants them?, Do they think anyone else wants them?
p243_115,0.0,0.0,0.0,0.0,So what happens next?, So what happens next?
p243_116,0.0,0.0,3.3333333333333335,3.225806451612903,Had this been common practice?, had this been common practice?
p243_117,0.0,0.0,0.0,0.0,What do they want us to do?, What do they want us to do?
p243_118,0.0,0.0,5.714285714285714,5.405405405405405,The idea is the shop within a shop.," The idea is the shop, within a shop"
p243_119,0.0,0.0,1.9230769230769231,1.8867924528301887,I left five minutes after he had finished his round., I left five minutes after he had finished his round
p243_120,0.0,0.0,2.7027027027027026,2.631578947368421,It is the right package for Scotland., It is the right package for Scotland
p243_121,0.0,0.0,2.5,2.4390243902439024,They have no real friends in the region., They have no real friends in the region
p243_122,11.11111111111111,10.0,5.555555555555555,5.172413793103448,England were ahead until two minutes into injury time., In England were ahead until two minutes into injury time
p243_123,11.11111111111111,11.11111111111111,4.081632653061225,4.0,Just two months ago it seemed an unlikely threat., Just two months ago it seemed a unlikely threat
p243_125,0.0,0.0,5.263157894736842,5.128205128205128,I think there's not much between them., i think there's not much between them
p243_126,0.0,0.0,2.7027027027027026,2.631578947368421,So I am going in the right direction., So I am going in the right direction
