name,transcription,prediction,ev_wer,ev_cer,my_wer,my_cer
p270_001,Please call Stella., Please call stella,33.33333333333333,10.526315789473683,0.0,10.526315789473683
p270_002,Ask her to bring these things with her from the store., ask her to bring these things with her from the store,18.181818181818183,3.7037037037037033,0.0,12.962962962962962
p270_003,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob."," 6 spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother, Bob",15.0,4.901960784313726,10.0,5.88235294117647
p270_004,We also need a small plastic snake and a big toy frog for the kids., We also need a small plastic snake and a big toy frog for the kids,6.666666666666667,1.4925373134328357,0.0,1.4925373134328357
p270_005,"She can scoop these things into three red bags, and we will go meet her Wednesday at the train station."," She can scoot these things into three red bags, and we will go meet her Wednesday at the train station",10.0,1.9417475728155338,5.0,1.9417475728155338
p270_006,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow."," When the sunlight strikes, rain drops in the air, they act as a prism and form a rainbow",23.52941176470588,3.4482758620689653,11.76470588235294,13.793103448275861
p270_007,The rainbow is a division of white light into many beautiful colors., The rainbow is a division of white light in too many beautiful colours,25.0,5.88235294117647,25.0,11.76470588235294
p270_008,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon."," These take the shape of a long round arch, with its path high above, and its too ends apparently beyond the horizon",9.090909090909092,1.7241379310344827,4.545454545454546,1.7241379310344827
p270_009,"There is , according to legend, a boiling pot of gold at one end."," There is , according to legend, a boiling pot of gold at one end",7.142857142857142,1.5384615384615385,0.0,1.5384615384615385
p270_010,"People look, but no one ever finds it."," people look, but no one ever finds it",25.0,5.263157894736842,0.0,34.21052631578947
p270_011,"When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow."," When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow",3.8461538461538463,0.8,0.0,0.8
p270_012,Throughout the centuries people have explained the rainbow in various ways.," Throughout the centuries, people have explained the rainbow in various ways",18.181818181818183,2.666666666666667,0.0,2.666666666666667
p270_013,Some have accepted it as a miracle without physical explanation., Some have accepted it as a miracle without physical explanation,10.0,1.5625,0.0,1.5625
p270_014,To the Hebrews it was a token that there would be no more universal floods., to the Hebrews it was a token that there would be no mark of universal floods,26.666666666666668,9.333333333333334,13.333333333333334,12.0
p270_015,The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain., the greeks used to imagine that it was a sign from the god to hotel war or heavy rain,26.31578947368421,8.88888888888889,10.526315789473683,24.444444444444443
p270_016,The Norsemen considered the rainbow as a bridge over which the gods passed from earth to their home in the sky., The Norsemen considered the rainbow as a bridge over which the gods passed from earth to their home in the sky,4.761904761904762,0.9009009009009009,0.0,0.9009009009009009
p270_017,Others have tried to explain the phenomenon physically., others have tried to explain the phenomenons physically,37.5,5.454545454545454,12.5,25.454545454545453
p270_018,Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain., I restotel thought that the rainbow is caused by reflection of the suns raised by the rain,37.5,13.333333333333334,37.5,30.0
p270_019,"Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows."," Since then, physicists have found that it is not reflection, but a reflection by the raindrops which causes the rainbows",21.052631578947366,5.084745762711865,10.526315789473683,18.64406779661017
p270_020,Many complicated ideas about the rainbow have been formed., Many complicated ideas about the rainbow have been formed,11.11111111111111,1.7241379310344827,0.0,1.7241379310344827
p270_021,"The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases."," The difference in the rainbow depends considerably upon the size of the drops, and the width of the coloured band increases as the size of the drops increases",7.142857142857142,1.2658227848101267,3.571428571428571,3.1645569620253164
p270_022,The actual primary rainbow observed is said to be the effect of super-imposition of a number of bows., The actual primary rainbow observed is said to be the effect of super in position of a number of bows,22.22222222222222,3.9603960396039604,38.88888888888889,36.633663366336634
p270_023,"If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow."," If the red of the second bow falls upon the green of the first, the result is to give a ball with an abnormally-wide yellow band, since red and green light when mixed form yellow",11.11111111111111,2.8089887640449436,8.333333333333332,7.303370786516854
p270_024,"This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue.She is given a new deputy minister for transport and planning."," There is a very common type of bow, one showing mainly red and yellow, with little or no green or blue. She is given a new deputy minister for transport and planning.",9.67741935483871,2.4390243902439024,9.67741935483871,9.146341463414634
p270_025,He was afraid to stay in hospital in Kosovo., He was afraid to stay in hospital in Kosovo,11.11111111111111,2.272727272727273,0.0,2.272727272727273
p270_026,They will not be allowed to succeed., They will not be allowed to succeed,14.285714285714285,2.7777777777777777,0.0,2.7777777777777777
p270_027,Smoking is also very important., smoking is also very important,40.0,6.451612903225806,0.0,48.38709677419355
p270_028,Allan Johnston was not match fit., allen jonston was not much fit,66.66666666666666,21.21212121212121,66.66666666666666,75.75757575757575
p270_029,It was as if I had been stabbed., it was as if i had been stabbed,37.5,9.375,0.0,18.75
p270_030,He has the courage of the unaware., he has the courage of the honour war,42.857142857142854,26.47058823529412,28.57142857142857,41.17647058823529
p270_031,Drugs are a serious problem., Drugs are a serious problem,20.0,3.571428571428571,0.0,3.571428571428571
p270_032,We have to find a way to put that right., We have to find a way to put that right,10.0,2.5,0.0,2.5
p270_033,That is the face of fear., That is the face of fear,16.666666666666664,4.0,0.0,4.0
p270_034,"Of course, on Tuesday, United were beaten despite this."," Of course, on Tuesday, united were beaten despite this",22.22222222222222,3.6363636363636362,0.0,3.6363636363636362
p270_035,Costs have got to be controlled., costs have got to be controlled,33.33333333333333,6.25,0.0,34.375
p270_036,He really is a lovely man., He really is a lovely man,16.666666666666664,3.8461538461538463,0.0,3.8461538461538463
p270_037,There will be no shortage of quality applicants., there will be no shortage of quality applicants,25.0,4.166666666666666,0.0,22.916666666666664
p270_038,The staff are as good as any staff in the city., The staff are as good as any staff in the city,9.090909090909092,2.127659574468085,0.0,2.127659574468085
p270_039,This represents a tough game for us., This represents a tough game for us,14.285714285714285,2.7777777777777777,0.0,2.7777777777777777
p270_040,The boy is no longer with us., the boy is no longer with us,28.57142857142857,6.896551724137931,0.0,24.137931034482758
p270_041,Among them are many criminals., among them are many criminals,40.0,6.666666666666667,0.0,36.666666666666664
p270_042,Merger would be entirely logical., merger would be entirely logical,40.0,6.0606060606060606,0.0,39.39393939393939
p270_043,Must be prepared to use it., must be prepared to use it,33.33333333333333,7.4074074074074066,0.0,33.33333333333333
p270_044,Not if you know the person., not if you know the person,33.33333333333333,7.4074074074074066,0.0,25.925925925925924
p270_045,"That was the theory, anyway."," That was the theory, anyway",20.0,3.571428571428571,0.0,3.571428571428571
p270_046,I had come back from London., i had come back from london,33.33333333333333,10.714285714285714,0.0,14.285714285714285
p270_047,I had trouble with the producers., i had trouble with producers,50.0,18.181818181818183,33.33333333333333,63.63636363636363
p270_048,Maybe full-time referees will provide the answer., Maybe full-time referees will provide the answer,14.285714285714285,2.0408163265306123,0.0,2.0408163265306123
p270_049,My fitness was very poor., My fitness was very poor,20.0,4.0,0.0,4.0
p270_050,He also presented You Bet!, he also presented you bet,60.0,15.384615384615385,0.0,26.923076923076923
p270_051,What do they want us to do?, What do they want us to do?,0.0,0.0,0.0,0.0
p270_052,Is it worth it?, is it worth it?,25.0,6.666666666666667,0.0,26.666666666666668
p270_053,Does it matter?, does it matter?,33.33333333333333,6.666666666666667,0.0,53.333333333333336
p270_054,How do you take them away?, How do you take them away?,0.0,0.0,0.0,0.0
p270_055,"However, there is an issue, isn't there?"," However, there is an issue, isnt there?",14.285714285714285,2.5,14.285714285714285,5.0
p270_056,"After the match, do you?"," after the match, do you?",20.0,4.166666666666666,0.0,41.66666666666667
p270_057,Because we do not need it., because we do not need it,33.33333333333333,7.6923076923076925,0.0,57.692307692307686
p270_058,The outcome of their game isn't the important thing., The outcome of their game isnt the important thing,22.22222222222222,3.8461538461538463,11.11111111111111,5.769230769230769
p270_059,The City welcomed the brighter outlook., the city welcomed the brighter outlook,50.0,7.6923076923076925,0.0,30.76923076923077
p270_060,We have not given up hope., We have not given up hope,16.666666666666664,3.8461538461538463,0.0,3.8461538461538463
p270_061,"In time, the First Minister will grow in stature."," In time, the first minister will grow in stature",33.33333333333333,6.122448979591836,0.0,6.122448979591836
p270_062,We have made a commitment to those people., We have made a commitment to those people,12.5,2.380952380952381,0.0,2.380952380952381
p270_063,Have a look at our accounts., have a look at our accounts,33.33333333333333,7.142857142857142,0.0,32.142857142857146
p270_064,Charles Kennedy had an effective outing., childs Kennedy had an effective outing,33.33333333333333,12.5,33.33333333333333,35.0
p270_065,Final proposals will be published in February., final proposals will be published in fibure,28.57142857142857,15.217391304347828,14.285714285714285,39.130434782608695
p270_066,Robin Williams is very subdued., robin williams is very subdued,60.0,9.67741935483871,0.0,70.96774193548387
p270_067,It wasn't possible to relax., it wasnt possible to relax,60.0,10.714285714285714,20.0,50.0
p270_068,Then followed a bout of flu., then followed about of flu,66.66666666666666,10.714285714285714,33.33333333333333,60.71428571428571
p270_069,Both sides have been hit by injury., both sides have been hit by injury,28.57142857142857,5.714285714285714,0.0,25.71428571428571
p270_070,"Last night, the move was bitterly denounced by France Telecom."," last night, the move was bitterly denounced by france telecom",30.0,6.451612903225806,0.0,17.741935483870968
p270_071,Halifax has also been mentioned as a likely predator., hatty fax has also been mentioned as a likely predator,33.33333333333333,11.320754716981133,33.33333333333333,30.18867924528302
p270_072,The guidelines are expected to be finalised before next spring., The guidelines are expected to be finalised before next spring,10.0,1.5873015873015872,0.0,1.5873015873015872
