name,wer,wer_n,cer,cer_n,transcription,prediction
p225_001,0.0,0.0,10.526315789473683,9.523809523809524,Please call Stella.," Please, call Stella"
p225_002,27.27272727272727,27.27272727272727,20.37037037037037,19.642857142857142,Ask her to bring these things with her from the store., Ask her to bring these things with half when the stall
p225_003,5.0,5.0,2.941176470588235,2.8846153846153846,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob."," Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a stack for her brother, Bob"
p225_004,0.0,0.0,1.4925373134328357,1.4705882352941175,We also need a small plastic snake and a big toy frog for the kids., We also need a small plastic snake and a big toy frog for the kids
p225_005,10.0,10.0,5.825242718446602,5.660377358490567,"She can scoop these things into three red bags, and we will go meet her Wednesday at the train station."," She could scoot these things into three red bags, and we will go meet her Wednesday at the train station"
p225_006,0.0,0.0,1.1494252873563218,1.1363636363636365,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow."," When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow"
p225_007,25.0,23.076923076923077,13.23529411764706,12.32876712328767,The rainbow is a division of white light into many beautiful colors.," The rainbow is a division of white light, and so many beautiful colours"
p225_008,0.0,0.0,0.0,0.0,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon."," These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon."
p225_009,28.57142857142857,28.57142857142857,24.615384615384617,21.91780821917808,"There is , according to legend, a boiling pot of gold at one end."," There is, according to legend, a born impotence of gold at one end."
p225_010,0.0,0.0,2.631578947368421,2.564102564102564,"People look, but no one ever finds it."," People look, but no one ever finds it"
p225_011,0.0,0.0,1.6,1.574803149606299,"When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow."," When a man looks for something beyond his reach, his friends say, he is looking for the pot of gold at the end of the rainbow"
p225_012,0.0,0.0,2.666666666666667,2.5974025974025974,Throughout the centuries people have explained the rainbow in various ways.," Throughout the centuries, people have explained the rainbow in various ways"
p225_013,30.0,27.27272727272727,26.5625,23.61111111111111,Some have accepted it as a miracle without physical explanation., Some people have accepted it as a miracle without fiscal exclamation
p225_014,13.333333333333334,12.5,6.666666666666667,6.172839506172839,To the Hebrews it was a token that there would be no more universal floods.," To the Hebrew is, it was a token that there would be no more, universal floods."
p225_016,4.761904761904762,4.761904761904762,3.6036036036036037,3.571428571428571,The Norsemen considered the rainbow as a bridge over which the gods passed from earth to their home in the sky., The Norsemen considered the rainbow as a bridge over which the gods pass from Earth to their home in the sky
p225_017,12.5,12.5,7.2727272727272725,7.017543859649122,Others have tried to explain the phenomenon physically., others have tried to explain this phenomenon physically
p225_018,25.0,21.052631578947366,16.666666666666664,14.85148514851485,Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain., Are also so thought that the rainbow was caused by a reflection of the sun's rays by the rain
p225_019,0.0,0.0,1.694915254237288,1.6666666666666667,"Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows."," Since then, physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows"
p225_020,0.0,0.0,1.7241379310344827,1.694915254237288,Many complicated ideas about the rainbow have been formed., Many complicated ideas about the rainbow have been formed
p225_021,7.142857142857142,9.090909090909092,3.1645569620253164,3.1055900621118013,"The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases."," The difference in the rainbow depends considerably upon the size of the drops, and the width of the coloured bands increases as the size of the drops increases."
p225_022,15.789473684210526,15.0,32.67326732673268,27.27272727272727,The actual primary rainbow observed is said to be the effect of super-imposition of a number of bows., The actual primary rainbow it observed is said to be the effect of a superimposition of a number of bows
p225_023,22.22222222222222,21.052631578947366,17.97752808988764,16.49484536082474,"If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow."," If the red of a second bow falls upon the green of the first, there is also to give a bow with an abnormally wide yellow band, since red and green light wed mixed for me already"
p225_024,4.761904761904762,4.545454545454546,0.9803921568627451,0.9523809523809524,"This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue."," This is a very common type of bow, one showing a mainly red and yellow, with little or no green or blue."
p225_025,37.5,37.5,13.513513513513514,12.82051282051282,Why do you want to come to Edinburgh?, Why do ye wants come to Edinburgh?
p225_026,0.0,0.0,0.0,0.0,"How are you, sir?"," How are you, sir?"
p225_027,20.0,20.0,10.0,9.090909090909092,"So is that it, then?"," So is that its, then?"
p225_028,20.0,20.0,27.27272727272727,26.08695652173913,Do I have a favourite?, Do I have a favorite?
p225_029,0.0,0.0,0.0,0.0,What do we do?, What do we do?
p225_030,0.0,0.0,4.838709677419355,4.6875,People come into the Borders for the beauty of the background.," People come into the borders, for the beauty of the background"
p225_033,8.333333333333332,8.333333333333332,4.225352112676056,4.166666666666666,"It's really no great surprise, because the price difference is so much."," Its really no great surprise, because the price difference is so much"
p225_035,11.11111111111111,11.11111111111111,19.607843137254903,18.51851851851852,A hostile bid is prevented for another nine months., A wholesale bid is prevented for another nine months
p225_036,0.0,0.0,5.0,4.761904761904762,It was a close call., It was a close call
p225_037,12.5,12.5,16.27906976744186,15.555555555555555,"In fact, they are the future of investment."," In fact, they are the feature of investment"
p225_038,0.0,0.0,3.3333333333333335,3.225806451612903,Diving is no part of football., Diving is no part of football
p225_039,0.0,0.0,2.73972602739726,2.7027027027027026,"However, the decision has been welcomed by Scottish Enterprise officials."," However, the decision has been welcomed by Scottish enterprise officials"
p225_040,0.0,0.0,4.166666666666666,4.0,You'd better believe it., You'd better believe it
p225_044,0.0,0.0,1.8518518518518516,1.8181818181818181,"It was served by sheriff officers, not by the council."," It was served by sheriff officers, not by the council"
p225_045,27.27272727272727,27.27272727272727,23.18840579710145,22.535211267605636,People were determined to change the Government in the last election., People were determined to change the government in that arth selection
p225_046,0.0,0.0,2.857142857142857,2.7777777777777777,No details of the talks were given., No details of the talks were given
p225_049,0.0,0.0,4.166666666666666,4.0,I have learned from him., I have learned from him
p225_051,0.0,0.0,3.571428571428571,3.4482758620689653,We are committed to the ban., We are committed to the ban
p225_052,0.0,0.0,1.5384615384615385,1.5151515151515151,"Already, he has been a tremendous influence in the dressing room."," Already, he has been a tremendous influence in the dressing room"
p225_053,0.0,0.0,4.3478260869565215,4.166666666666666,I have made that offer., I have made that offer
p225_054,100.0,83.33333333333334,53.125,45.94594594594595,Four other charges were dropped., Full of the charges for drops
p225_056,16.666666666666664,16.666666666666664,10.0,9.090909090909092,"Clearly, it can go either way."," Clearly, it's can go either way"
p225_057,0.0,0.0,3.3333333333333335,3.278688524590164,"However, the City was in no doubt about the ultimate result."," However, the city was in no doubt about the ultimate result"
p225_058,0.0,0.0,2.857142857142857,2.7777777777777777,"However, the problem is the timing."," However, the problem is the timing"
p225_059,12.5,11.11111111111111,6.666666666666667,6.122448979591836,But retail banking would be run from Halifax., But to retail banking would be run from Halifax
p225_060,16.666666666666664,16.666666666666664,12.76595744680851,12.5,Strathclyde police have appealed for witnesses., Strathgide police have appealed for witnesses
p225_061,9.090909090909092,9.090909090909092,9.615384615384617,9.433962264150944,Saddam is not the only example of evil in our world., Satam is not the only example of evil in our world
p225_062,0.0,0.0,2.3255813953488373,2.272727272727273,"I was very pleased with them today, though."," I was very pleased with them today, though"
p225_063,0.0,0.0,2.857142857142857,2.7777777777777777,Both sides have been hit by injury., Both sides have been hit by injury
p225_064,20.0,20.0,8.333333333333332,8.0,It could take some time., It would take some time
p225_065,0.0,0.0,3.7037037037037033,3.571428571428571,There is no pressure on us., There is no pressure on us
p225_066,0.0,0.0,3.571428571428571,3.4482758620689653,It is a job creation scheme., It is a job creation scheme
p225_067,0.0,0.0,4.878048780487805,4.651162790697675,"Thankfully, Mr Campbell was able to help."," Thankfully, Mr. Campbell was able to help"
p225_070,40.0,40.0,25.0,21.428571428571427,That is bound to happen., That's his bound to happen
p225_071,20.0,20.0,31.57894736842105,30.0,He is in the queue., He is in the key
p225_072,12.5,12.5,5.555555555555555,5.263157894736842,"What kind of man does that, Mr Dick?"," What kind of van does that, Mr. Dick?"
p225_073,0.0,0.0,0.0,0.0,"So, did she meet him?"," So, did she meet him?"
p225_081,0.0,0.0,2.5,2.4390243902439024,I had no intention of misleading anyone., I had no intention of misleading anyone
p225_082,10.0,10.0,7.547169811320755,7.142857142857142,That view is held by many others within the industry., That view is helped by many others within the industry
p225_083,25.0,25.0,19.230769230769234,18.181818181818183,Western countries condemned the conduct of the poll.," Western countries, caddammed the conduct of the puddle"
p225_084,0.0,0.0,2.1739130434782608,2.127659574468085,"He is delighted, and he has every right to be."," He is delighted, and he has every right to be"
p225_086,0.0,0.0,2.083333333333333,2.0408163265306123,"In fact, he should never have been in the field."," In fact, he should never have been in the field"
p225_089,0.0,0.0,2.2222222222222223,2.1739130434782608,Officers recovered a second body in the area., Officers recovered a second body in the area
p225_090,0.0,0.0,3.225806451612903,3.125,I did not have a bet on myself., I did not have a bet on myself
p225_092,12.5,12.5,9.30232558139535,9.090909090909092,There is a contract in existence for Allan., There is a contract in existence for Alan
p225_094,0.0,0.0,4.3478260869565215,4.166666666666666,That's as it should be., That's as it should be
p225_103,14.285714285714285,14.285714285714285,6.976744186046512,6.8181818181818175,Everyone deserves to share in this success., Everyone deserves to share in the success
p225_104,12.5,12.5,10.256410256410255,9.75609756097561,His is a success story by any standard.," He is a success story, by any standard"
p225_108,0.0,0.0,3.125,3.0303030303030303,Mr Chisholm said the move was made on the advice of consultants., Mr. Chisholm said the move was made on the advice of consultants
p225_109,100.0,100.0,59.09090909090909,52.0,That might help a bit., That's my tell-per-bit
p225_110,11.11111111111111,11.11111111111111,4.081632653061225,4.0,"Thereafter, he set his mind on becoming a doctor."," Thereafter, he set his mind of becoming a doctor"
p225_111,20.0,20.0,12.5,12.0,It isn't a happy memory., It isnt a happy memory
p225_113,0.0,0.0,2.857142857142857,2.7777777777777777,The big issue for us is the review., The big issue for us is the review
p225_114,0.0,0.0,3.0303030303030303,2.941176470588235,I told him I was a long time ago., I told him I was a long time ago
p225_115,0.0,0.0,2.1739130434782608,2.127659574468085,"Overall, it was a promising day for the Scots."," Overall, it was a promising day for the Scots"
p225_116,0.0,0.0,3.278688524590164,3.1746031746031744,Yesterday the company reported a further downturn in profits.," Yesterday, the company reported a further downturn in profits"
p225_117,18.181818181818183,18.181818181818183,16.666666666666664,16.129032258064516,We have no influence on the Government's policy on the euro., We have no influence on the government's policy on Nero
p225_118,0.0,0.0,2.941176470588235,2.857142857142857,We suffered a lot for seven years., We suffered a lot for seven years
p225_120,66.66666666666666,44.44444444444444,48.57142857142857,35.41666666666667,The industry is not well organised.," The image is true, it is not well organised"
p225_121,14.285714285714285,14.285714285714285,17.24137931034483,15.625,You get a lot for your money., You guess a lot for your money
p225_122,0.0,0.0,3.0303030303030303,2.941176470588235,I didn't feel under any pressure., I didn't feel under any pressure
p225_123,0.0,0.0,2.083333333333333,2.0408163265306123,It is the latter which has prompted the warning., It is the latter which has prompted the warning
p225_124,0.0,0.0,2.631578947368421,2.564102564102564,"As for the warning, it was not needed."," As for the warning, it was not needed"
p225_126,0.0,0.0,4.3478260869565215,4.166666666666666,The squad is too small., The squad is too small
p225_127,0.0,0.0,4.3478260869565215,4.166666666666666,It is a common problem., It is a common problem
p225_128,0.0,0.0,4.878048780487805,4.651162790697675,Mr Hall is believed to have a broken leg., Mr. Hall is believed to have a broken leg
p225_131,12.5,12.5,32.608695652173914,27.27272727272727,Another High Street retailer was not so lucky., Another high-sustute retailer was not so lucky
p225_133,60.0,50.0,18.51851851851852,16.129032258064516,I think he's the favourite., I think he is the favourites
p225_135,0.0,0.0,2.941176470588235,2.857142857142857,We have seen a copy of the report., We have seen a copy of the report
