name,wer,wer_n,cer,cer_n
p225,11.588361070589363,10.97168407147901,11.064894492968197,9.94435165186677
p226,8.516386674466212,8.061579309546484,9.869691808542465,8.771940504047077
p227,8.129097806845783,7.61420676527475,9.22040950117992,8.126661410873513
p228,7.068671704831172,6.875509045102506,8.81427704570532,8.011008071354587
p229,8.889061473945514,8.410878244408307,9.971177593499382,8.879626937223128
p230,11.281334186501418,10.447280254054741,12.787148186239367,11.109423052857732
p231,12.56906710940645,11.928172889503752,13.329342565840738,11.682287503327531
p232,8.667375224147952,8.296355665172188,10.721768720179789,9.622574005421486
p233,9.620730354900935,9.195618657505706,10.781420690506593,9.536868410300405
p234,5.223565612253596,5.0623322643771695,6.833155610100057,6.237029467387648
p236,14.933273280112173,13.982697489597358,15.402011501685497,13.262727885472
p237,6.746558324204284,6.58671364435191,8.79483484927895,8.03471569886023
p238,9.705664550175332,8.977175247735524,10.709098399236705,9.387640790941926
p239,18.968834135273628,17.939521554557974,18.56367776402628,16.07884960500452
p240,5.60393327180986,5.319928299475974,7.740098600415076,6.998097003798034
p241,7.361602551570889,6.972683392446764,8.747055886853158,7.897893364111139
p243,8.564406480236128,8.253415728068905,9.218211411680423,8.24126148236549
p244,14.303167786969215,13.814737450481228,15.05823003866021,13.179158651663656
p245,6.674005798113739,6.439145356013174,8.132825235388879,7.378094272514098
p246,5.227100360517002,4.872931975622358,7.750459033393894,6.828169348851833
p247,12.460371305409604,11.571954120870531,12.473235916361924,10.889806424407169
p248,17.459248365181367,16.298247353781424,18.020404492991585,15.292496867331886
p249,12.064602703182247,11.204907687232895,12.895043381593146,11.267039135734693
p250,12.797969136680734,12.154874902850612,13.835342931850038,12.208297403182033
p251,24.035124102678456,22.37693589518428,23.94248019855431,20.29548099540414
p252,12.085752610050136,11.409842128850427,12.270406533018125,10.686538559031163
p253,12.325973013341434,11.852326387063224,13.940801460695832,12.196328807495963
p254,9.472509842707561,8.974051679922304,10.784819721075703,9.542033540621357
p255,10.380015534783661,9.687557049165143,11.216306664668165,9.787284221269308
p256,6.593150180963295,6.369345772205908,8.433878865071808,7.629070572228642
p257,17.36948188712681,16.19767695170564,17.6904496349855,15.228595645295158
p258,11.584908333328485,11.006057550398047,12.956274654837424,11.383454674148417
p259,6.890586829858083,6.501346440617694,8.444100463871486,7.541012884341735
p260,7.553448772956457,7.438771783279468,9.363640475253186,8.454070208487824
p261,9.724478213818653,9.16933453459827,10.7381751080292,9.60027617184017
p262,13.005502731157284,12.235377551768146,13.597062634942786,11.786722124978489
p263,20.603326876374137,19.141589211396543,20.115627622016063,17.33313941631516
p264,19.54119420941047,18.233105726399383,19.014722646303248,16.382138185379
p265,10.309824027229547,9.685037101098805,11.770433954502396,10.31445309386601
p266,21.406841595947352,19.98222472039655,21.13506158655785,18.149193564420184
p267,12.822067021707312,12.168868732558957,13.52245204198023,11.753851030062032
p268,4.980725655958997,4.730260467070163,6.587140036512009,6.069074900269213
p269,8.623435932693361,8.18377135206418,9.86735684114762,8.89957970019672
p270,8.559361339734679,7.89642896785754,9.580830113097196,8.443196383102629
p271,5.169745674759586,4.809110145592872,7.550903897982179,6.805221245778731
p272,9.158832321048992,8.75811791868098,10.78028311703072,9.607737851945206
p273,12.1907247938912,11.462412256292165,12.061889265808292,10.579685472366325
p274,8.120670099295578,7.617862616716573,9.038968196511588,7.964822738116059
p275,11.475401613994876,11.018566101766387,12.420238846749218,11.119355646429845
p276,9.799577052652928,9.256855384390128,10.86864208175481,9.673339190014598
p277,20.307288812601996,18.546360477669378,20.68531254252234,17.42087589522396
p278,8.13671975496292,7.7333126765594375,8.715710394852417,7.893123037292739
p279,13.454747512252386,12.918435690365515,13.828997810537068,12.269704557943179
p280,9.107942460477762,8.611353575394464,9.886581786236995,8.752589365190579
p281,13.974397593273936,13.271080157770164,14.910515622821114,12.904351038321018
p282,11.583979122823092,10.97200828612289,12.197052423377281,10.843079830853588
p283,19.48759316843708,18.34362842713538,19.1546953758913,16.391533225361727
p284,8.976534809006129,8.598790520271125,10.74650654959945,9.375891387094217
p285,15.175992149522717,14.462429063881522,15.251207742216941,13.486914883555968
p286,7.015078532363289,6.6364658350424826,8.472638004957789,7.59482846027969
p287,6.576585442940076,6.36251754019293,8.295564947274446,7.451416624102699
p288,8.632470730322705,8.33296050880363,10.189452795235301,9.0938873607968
p292,7.14883315344322,6.762408953150406,8.650000309987284,7.696730799947676
p293,21.1057232536499,19.339633061288477,20.94250017308086,17.546683499153268
p294,5.241837849154012,4.935173559660308,7.538284845818168,6.739183089252549
p295,19.19599664388231,17.76451260752001,18.971930321258558,16.33457116144285
p297,8.22439603702828,7.858769261646958,9.193879048726016,8.206522590769506
p298,9.256576896583773,8.685023621326794,10.703950456825394,9.35838959201987
p299,4.807471471862025,4.647744195015152,6.93781727565983,6.284197683482458
p300,5.912471035765526,5.701032557995391,7.939705356160151,7.030375237784299
p301,3.9236565707436406,3.7639521227180253,6.267631258336692,5.680201351657282
p302,11.443485911709852,10.785574543565838,11.38598061647946,10.264013575040442
p303,7.556817103019257,7.104126643226527,8.977619755206007,7.99763481312097
p304,13.56571639875332,12.949745251580888,13.923016316532925,12.230561090809315
p305,9.260705450152352,8.47940016248821,10.01954918526225,8.860076062794901
p306,10.072492385993527,9.282800596301737,10.940879548568592,9.545010520353832
p307,3.9224300483698973,3.7524221462191396,6.167318118160477,5.613519877386932
p308,9.56523903425732,9.011072277929966,9.889938765109385,8.844725818036627
p310,8.706900015224015,8.22792120851098,9.720701748287878,8.690704859075465
p311,7.112289700969624,6.616049009693475,8.470614790898848,7.668831865822698
p312,8.099877312040705,7.771478966291533,9.6226113663295,8.666552050334541
p313,13.94098061701733,13.17067098161059,14.856988869362459,12.959797231335413
p314,9.299721049715558,8.742954464580176,10.343562264517232,9.202292023409992
p316,5.290214622787443,4.999531967884627,7.187747342958172,6.558360349174669
p317,6.839636918408626,6.474862721377003,8.073621466480072,7.358385647047596
p318,3.083707626455195,2.9435467978433807,6.243391871321278,5.615720870567611
p323,8.36098996326693,7.980383562514573,9.536497945973753,8.493364514828151
p326,15.574842922983013,14.648617625467645,17.030243279967152,14.510110643961836
p329,5.5278439973533855,5.325671397324237,7.237086448094152,6.566995655008979
p330,4.733524790915608,4.431326988717806,6.83249901776607,6.118097945267018
p333,5.51836345143229,5.249740976107346,7.201359981211505,6.512602803099849
p334,9.001731239067379,8.438938814078787,10.10778854317937,8.917063898465464
p335,14.360262921514812,13.631912500801013,14.003854712400175,12.391639229042172
p336,8.869041056332739,8.388955735267963,10.015170179820545,8.88036285501166
p339,4.585399669386231,4.3640294769447445,7.265243029810613,6.446949919485685
p340,11.677812962340766,11.099514911882709,13.565641132568745,11.79474079156144
p341,3.51544763405982,3.358471158947288,5.741700365021996,5.293514998591689
p343,4.027994316077605,3.7856975009375975,6.9637341316545776,6.270919849573647
p345,5.449343161294639,5.210795335960078,7.576211217991673,6.966829969090288
p347,17.02645078602965,15.970628080831622,17.255111753913962,14.711994621234204
p351,13.71902909216931,12.936135173133176,14.416513880304858,12.54971957442259
p360,9.665324634337495,9.421503335091668,11.200828140622663,9.905662183654718
p361,5.905974611287422,5.760960668483011,9.050099946072065,8.05991826399669
p362,6.574515319701456,5.968045647121386,7.992973562195704,7.168787334931004
p363,2.9976272941980766,2.9404000456935933,5.67191443455068,5.252951705515935
p364,9.14963160814194,8.337859574606203,11.777399899734403,10.037253266491497
p374,6.113401045621825,5.73965005866329,8.448126878380185,7.464567473300732
p376,3.9299233468175876,3.87248078937503,6.246941608289558,5.722178324686673
total_files_total_wer_cer,10.10280261255499,9.534839430886173,11.28699878626711,9.934261715721208
total_by_speakers,9.995352153287914,9.433674588825337,11.193214624791747,9.857029064068163
