name,transcription,prediction,ev_wer,ev_cer,my_wer,my_cer
p308_001,Please call Stella., Please call Stella.,0.0,0.0,0.0,0.0
p308_002,Ask her to bring these things with her from the store., Ask her to bring these things with her from the store.,0.0,0.0,0.0,0.0
p308_003,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob."," 6 spoons of fresh snow peas, 5 thick slabs of blue cheese, and maybe a snack for her brother Bob.",10.0,6.862745098039216,15.0,7.8431372549019605
p308_004,We also need a small plastic snake and a big toy frog for the kids., We also need a small plastic snake and a big toy frog for the kids.,0.0,0.0,0.0,0.0
p308_005,"She can scoop these things into three red bags, and we will go meet her Wednesday at the train station.", She can scoop these things into three red bags and we will go meet her Wednesday at the train station.,5.0,0.9708737864077669,0.0,0.9708737864077669
p308_006,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow."," When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow.",0.0,0.0,0.0,0.0
p308_007,The rainbow is a division of white light into many beautiful colors., The rainbow is a division of white light and to many beautiful colors.,16.666666666666664,4.411764705882353,16.666666666666664,7.352941176470589
p308_008,"They take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.", They take the shape of a long-round arch with its path high above and its two ends apparently beyond the horizon.,18.181818181818183,2.608695652173913,9.090909090909092,14.782608695652174
p308_009,"There is , according to legend, a boiling pot of gold at one end."," There is, according to legend, a boiling pot of gold at one end.",14.285714285714285,1.5384615384615385,14.285714285714285,3.076923076923077
p308_010,"People look, but no one ever finds it.", People look but no one ever finds it.,12.5,2.631578947368421,0.0,2.631578947368421
p308_011,"When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow."," When a man looks for something beyond his reach, his friends say he is looking for the part of gold at the end of the rainbow.",3.8461538461538463,1.6,3.8461538461538463,2.4
p308_012,Throughout the centuries people have explained the rainbow in various ways., Throughout the centuries people have explained the rainbow in various ways.,0.0,0.0,0.0,0.0
p308_013,Some have accepted it as a miracle without physical explanation., Some have accepted it as a miracle without physical explanation.,0.0,0.0,0.0,0.0
p308_014,To the Hebrews it was a token that there would be no more universal floods.," To the Hebrews, it was a token that there would be no more universal floods.",6.666666666666667,1.3333333333333335,0.0,1.3333333333333335
p308_015,The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain., The Greeks used to imagine that it was assigned from the gods to foretell war or heavy rain.,10.526315789473683,3.3333333333333335,10.526315789473683,12.222222222222221
p308_016,The Norsemen considered the rainbow as a bridge over which the gods passed from earth to their home in the sky., The Norsemen considered the rainbow as a bridge over which the gods passed from Earth to their home in the sky.,4.761904761904762,0.9009009009009009,0.0,0.9009009009009009
p308_017,Others have tried to explain the phenomenon physically., Others have tried to explain the phenomenon physically.,0.0,0.0,0.0,0.0
p308_018,Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain., Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain.,0.0,0.0,0.0,0.0
p308_019,"Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows."," Since then, physicists have found that it is not a reflection but refraction by the raindrops which causes the rainbows.",15.789473684210526,3.389830508474576,5.263157894736842,18.64406779661017
p308_020,Many complicated ideas about the rainbow have been formed., Many complicated ideas about the rainbow have been formed.,0.0,0.0,0.0,0.0
p308_021,"The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases.", The difference in the rainbows depends considerably upon the size of the drops and the width of the colored band increases as the size of the drops increases.,7.142857142857142,1.2658227848101267,3.571428571428571,1.2658227848101267
p308_022,The actual primary rainbow observed is said to be the effect of super-imposition on a number of bows., The actual primary rainbow observed is said to be the effect of superimposition on a number of bows.,5.555555555555555,0.9900990099009901,5.555555555555555,10.891089108910892
p308_023,"If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow."," If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow.",0.0,0.0,0.0,0.0
p308_024,"This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue."," This is a very common type of bow, one showing mainly red and yellow with little or no green or blue.",4.761904761904762,0.9803921568627451,0.0,0.9803921568627451
p308_025,It does make a big difference., It does make a big difference.,0.0,0.0,0.0,0.0
p308_026,George Mitchell is trying to close the gap., George Mitchell is trying to close the gap.,0.0,0.0,0.0,0.0
p308_027,Each one has its own system., Each one has its own system.,0.0,0.0,0.0,0.0
p308_028,"Alright, it was a defeat, but it felt like a victory."," Alright, it was a defeat, but it felt like a victory.",0.0,0.0,0.0,0.0
p308_029,"From our point of view, the player is free to leave."," From our point of view, the player is free to leave.",0.0,0.0,0.0,0.0
p308_030,It is a very special city., It is a very special city.,0.0,0.0,0.0,0.0
p308_031,It has been blown out of all proportion., It has been blown out of all proportion.,0.0,0.0,0.0,0.0
p308_032,"He is not very big, either.", He is not very big either.,16.666666666666664,3.7037037037037033,0.0,3.7037037037037033
p308_033,I've taken to the hills., I've taken to the hills.,0.0,0.0,0.0,0.0
p308_034,My game is in pretty good shape., My game is in pretty good shape.,0.0,0.0,0.0,0.0
p308_035,How come it is so often unnoticed?, How come it is so often unnoticed?,0.0,0.0,0.0,0.0
p308_036,I wanted the illusion of space and depth., I wanted the illusion of space and depth.,0.0,0.0,0.0,0.0
p308_037,We used to keep our business rates., We used to keep our business rates.,0.0,0.0,0.0,0.0
p308_038,"It's a delightful idea, but a distancing one."," It's a delightful idea, but a distancing one.",0.0,0.0,0.0,0.0
p308_039,All of us do., All of us do.,0.0,0.0,0.0,0.0
p308_040,"On fuel, the Chancellor has a number of options."," On fuel, the chancellor has a number of options.",11.11111111111111,2.083333333333333,0.0,2.083333333333333
p308_041,It could have been just a quick fix., It could have been just a quick fix.,0.0,0.0,0.0,0.0
p308_042,We are looking for volunteers., We are looking for volunteers.,0.0,0.0,0.0,0.0
p308_043,Theatre is not a museum., Theatre is not a museum.,0.0,0.0,0.0,0.0
p308_044,"Subs not used, McCulloch.", Subs not used McCulloch.,25.0,4.0,0.0,4.0
p308_045,"Whatever the final decision, one thing is certain."," Whatever the final decision, one thing is certain.",0.0,0.0,0.0,0.0
p308_046,He could face a jail sentence., He could face a jail sentence.,0.0,0.0,0.0,0.0
p308_047,They don't take you to mass graves., They don't take you to mass graves.,0.0,0.0,0.0,0.0
p308_048,What's it got to do with art?, What's it got to do with art?,0.0,0.0,0.0,0.0
