name,transcription,prediction,ev_wer,ev_cer,my_wer,my_cer
p374_001,Please call Stella., Please call Stella,33.33333333333333,5.263157894736842,0.0,5.263157894736842
p374_002,Ask her to bring these things with her from the store., ask her to bring these things with her from the stall,18.181818181818183,9.25925925925926,9.090909090909092,18.51851851851852
p374_003,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob."," 6 spoons of fresh snow peas, 5 thick slabs of blue cheese and maybe a snack for her brother Bob",20.0,8.823529411764707,15.0,9.803921568627452
p374_004,We also need a small plastic snake and a big toy frog for the kids., We also need a small plastic snake and a big toy frog for the kids,6.666666666666667,1.4925373134328357,0.0,1.4925373134328357
p374_005,"She can scoop these things into three red bags, and we will go meet her Wednesday at the train station.", she can scoop these things into three red bags and we will go meet her at wednesday at the train station,25.0,6.796116504854369,5.0,25.24271844660194
p374_006,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow."," When the sunlight strikes raindrops in the air, the actors are prism and form a rainbow",29.411764705882355,6.896551724137931,23.52941176470588,9.195402298850574
p374_007,The rainbow is a division of white light into many beautiful colors., The rainbow is a division of white light into many beautiful colours,8.333333333333332,2.941176470588235,8.333333333333332,4.411764705882353
p374_008,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon."," These take the shape of a long, round arch, with its path high above, and its two ends apparently beyond the horizon.",4.545454545454546,0.8620689655172413,0.0,0.8620689655172413
p374_009,"There is , according to legend, a boiling pot of gold at one end."," There is , according to legend, a boiling pot of gold at one end",7.142857142857142,1.5384615384615385,0.0,1.5384615384615385
p374_010,"People look, but no one ever finds it."," People look, but no one ever finds it",12.5,2.631578947368421,0.0,2.631578947368421
p374_011,"When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow."," When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow",3.8461538461538463,0.8,0.0,0.8
p374_012,Throughout the centuries people have explained the rainbow in various ways.," Throughout the centuries, people have explained the rainbow in various ways",18.181818181818183,2.666666666666667,0.0,2.666666666666667
p374_013,Some have accepted it as a miracle without physical explanation., Some have accepted it as a miracle without physical explanation,10.0,1.5625,0.0,1.5625
p374_014,To the Hebrews it was a token that there would be no more universal floods.," to the Hebrews, it was a token that there would be no more universal floods",20.0,4.0,0.0,8.0
p374_015,The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain., The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain,5.263157894736842,1.1111111111111112,0.0,1.1111111111111112
p374_016,The Norsemen considered the rainbow as a bridge over which the gods passed from earth to their home in the sky., The Norsemen considered the reindeer a bridge over which the gods passed from earth to their home in the sky,14.285714285714285,7.207207207207207,9.523809523809524,7.207207207207207
p374_017,Others have tried to explain the phenomenon physically., Others have tried to explain the phenomenon physically,12.5,1.8181818181818181,0.0,1.8181818181818181
p374_018,Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain., Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain,6.25,1.1111111111111112,0.0,1.1111111111111112
p374_019,"Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows."," Since then, physicists have found that it is not reflection, but refraction, by the raindrops which cause the rainbow.",21.052631578947366,3.389830508474576,10.526315789473683,4.23728813559322
p374_020,Many complicated ideas about the rainbow have been formed., Many complicated ideas about the rainbow have been formed,11.11111111111111,1.7241379310344827,0.0,1.7241379310344827
p374_021,"The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases."," The difference in the rainbow depends considerably upon the size of the drops, and the width of the coloured band increases as the size of the drops increases.",3.571428571428571,0.6329113924050633,3.571428571428571,2.5316455696202533
p374_022,The actual primary rainbow observed is said to be the effect of super-imposition of a number of bows., The actual primary rainbow observed is said to be the effect of superimposition of a number of bows,11.11111111111111,1.9801980198019802,5.555555555555555,11.881188118811881
p374_023,"If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow."," If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band since red and green like when mixed form yellow.",5.555555555555555,2.247191011235955,2.7777777777777777,2.247191011235955
p374_024,"This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue."," This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue.",0.0,0.0,0.0,0.0
p374_025,She had to learn a new discipline., She had to learn a new discipline,14.285714285714285,2.941176470588235,0.0,2.941176470588235
p374_026,This isn't some form of commission., This isn't a some form of commission,33.33333333333333,8.571428571428571,16.666666666666664,5.714285714285714
p374_027,The game today is certainly different., The game today is certainly different,16.666666666666664,2.631578947368421,0.0,2.631578947368421
p374_028,We did it in one take., We did it in one take,16.666666666666664,4.545454545454546,0.0,4.545454545454546
p374_029,I'll take the blame for that., i'll take the blame for that,33.33333333333333,6.896551724137931,0.0,31.03448275862069
p374_030,And that was just for starters., and that was just for starters,33.33333333333333,6.451612903225806,0.0,22.58064516129032
p374_031,"In order to get there, we have got to invest."," In order to get there, we have got to invest",10.0,2.2222222222222223,0.0,2.2222222222222223
p374_032,Why did it take a concerted campaign?, Why did it take a concerted campaign?,0.0,0.0,0.0,0.0
p374_033,I will always remember the horrible images., i will always remember the horrible images,28.57142857142857,4.651162790697675,0.0,6.976744186046512
p374_034,"What you sow, you have to reap."," what you so, you have to reap",42.857142857142854,9.67741935483871,14.285714285714285,35.483870967741936
p374_035,We are expecting a big crowd., We are expecting a big crown,16.666666666666664,6.896551724137931,16.666666666666664,6.896551724137931
p374_036,I was contacted this morning., i was contacted this morning,40.0,6.896551724137931,0.0,10.344827586206897
p374_037,He didn't want me to leave the house., He didn't want me to leave the house,12.5,2.7027027027027026,0.0,2.7027027027027026
p374_038,It's not just a challenge for us., is not just a challenge for us,28.57142857142857,12.121212121212121,28.57142857142857,21.21212121212121
p374_039,"But honestly, there is no need for us to panic."," But honestly, there is no need for us to panic",10.0,2.127659574468085,0.0,2.127659574468085
p374_040,I've had a ball., i've had a ball,50.0,12.5,0.0,56.25
p374_041,Treatment is not an issue with these people., Treatment is not an issue with these people,12.5,2.272727272727273,0.0,2.272727272727273
p374_042,YOU thought it was a headache., You thought it was a headache,33.33333333333333,10.0,0.0,23.333333333333332
p374_043,I still hope to go., i still hope to go,40.0,10.526315789473683,0.0,15.789473684210526
p374_044,Does that put pressure on us?, does that put pressure on us?,16.666666666666664,3.4482758620689653,0.0,27.586206896551722
p374_045,As a player you have to move on.," As a player, you have to move on",25.0,6.25,0.0,6.25
p374_046,It is so out of character., It is so out of character,16.666666666666664,3.8461538461538463,0.0,3.8461538461538463
p374_047,I am inclined to play it down., i am inclined to play it down,28.57142857142857,6.666666666666667,0.0,10.0
p374_048,"However, it's good to turn the page.", however its good to turn the page,42.857142857142854,11.11111111111111,14.285714285714285,52.77777777777778
p374_049,His condition was serious but stable.," His condition was serious, but stable",33.33333333333333,5.405405405405405,0.0,5.405405405405405
p374_050,He had reason to be pleased., He had reason to be pleased,16.666666666666664,3.571428571428571,0.0,3.571428571428571
p374_051,We have a problem., We have a problem,25.0,5.555555555555555,0.0,5.555555555555555
p374_052,I find it puzzling and disturbing., i find it puzzling and disturbing,33.33333333333333,5.88235294117647,0.0,8.823529411764707
p374_053,That alibi is now gone., That alibi is now gone,20.0,4.3478260869565215,0.0,4.3478260869565215
p374_054,But the cost to his health was enormous., but the cost to his health was enormous,25.0,5.0,0.0,17.5
p374_055,I suspect the latter., i suspect the latter,50.0,9.523809523809524,0.0,14.285714285714285
p374_056,"However, in Orkney, there was a mixed response."," however in Orpney, there was a mixed response",37.5,8.51063829787234,12.5,36.17021276595745
p374_057,"It is simple, really."," It is simple, really",25.0,4.761904761904762,0.0,4.761904761904762
p374_058,The net is closing., The net is closing,25.0,5.263157894736842,0.0,5.263157894736842
p374_059,I cannot believe she has been admonished., i cannot believe she has been admonished,28.57142857142857,4.878048780487805,0.0,7.317073170731707
p374_060,That took a long time to happen., That took a long time to happen,14.285714285714285,3.125,0.0,3.125
p374_061,It was on fire., It was on fire,25.0,6.666666666666667,0.0,6.666666666666667
p374_062,This year the exercise is being repeated., This year the exercise is being repeated,14.285714285714285,2.4390243902439024,0.0,2.4390243902439024
p374_063,Nobody did in those days., nobody did in those days,40.0,8.0,0.0,52.0
p374_064,"You, the British people, are the boss."," You, the British people, are the boss",14.285714285714285,2.631578947368421,0.0,2.631578947368421
p374_065,Where is the discipline?, Where is the discipline?,0.0,0.0,0.0,0.0
p374_066,We were very much a happy family., We were very much a happy family,14.285714285714285,3.0303030303030303,0.0,3.0303030303030303
p374_067,They won the trophy in the Hoops., They won the trophy in the hoops,14.285714285714285,6.0606060606060606,0.0,6.0606060606060606
p374_068,This time it is official., This time it is official,20.0,4.0,0.0,4.0
p374_069,It's going to be epic., its gone to be epic,60.0,22.727272727272727,60.0,63.63636363636363
p374_070,She could easily have been killed., She could easily have been killed,16.666666666666664,2.941176470588235,0.0,2.941176470588235
p374_071,"Yesterday, one, from Aberdeen, was postponed."," Yesterday, one from Aladin was postponed",50.0,17.77777777777778,16.666666666666664,22.22222222222222
p374_072,I didn't mean to kill her., i didnt need to kill her,66.66666666666666,23.076923076923077,33.33333333333333,61.53846153846154
p374_073,"We're just a family working hard, working seven days a week."," We're just a family working hard, working seven days a week",9.090909090909092,1.6666666666666667,0.0,1.6666666666666667
p374_074,That money could have been coming to Scotland., That money could have been coming to Scotland,12.5,2.1739130434782608,0.0,2.1739130434782608
p374_075,I'd love to do another Olympics., i'd love to do another olympics,33.33333333333333,9.375,0.0,25.0
p374_076,What method of funding is being used?, What method of funding is being used?,0.0,0.0,0.0,0.0
p374_077,It is not a standing army., its not a standing armory,50.0,23.076923076923077,50.0,26.923076923076923
p374_078,This is a great day., This is a great day,20.0,5.0,0.0,5.0
p374_079,He got his degree., He got his degree,25.0,5.555555555555555,0.0,5.555555555555555
p374_080,I'm trying to be relaxed about the future., i'm trying to be relaxed about the future,25.0,4.761904761904762,0.0,16.666666666666664
p374_081,and their remit is limited., and their remit is limited,20.0,3.7037037037037033,0.0,3.7037037037037033
p374_082,I have great respect for all my players., i have great respect for all my players,25.0,5.0,0.0,7.5
p374_083,"They might be broken, but they are not defeated."," They might be broken, but they are not defeated",11.11111111111111,2.083333333333333,0.0,2.083333333333333
p374_084,There is no question of dithering., There is no question of dithering,16.666666666666664,2.941176470588235,0.0,2.941176470588235
p374_085,His track record is not promising., His track record is not promising,16.666666666666664,2.941176470588235,0.0,2.941176470588235
p374_086,"Edinburgh, in fact, was not included in the survey."," Edinburgh, in fact, was not included in the survey",11.11111111111111,1.9607843137254901,0.0,1.9607843137254901
p374_087,It would be very dangerous., It would be very dangerous,20.0,3.7037037037037033,0.0,3.7037037037037033
p374_088,Now it has been eclipsed., Now it has been eclipsed,20.0,4.0,0.0,4.0
p374_089,Our numbers are small., Our numbers are small,25.0,4.545454545454546,0.0,4.545454545454546
p374_090,We have no idea what caused the derailment., We have no idea what caused the derailment,12.5,2.3255813953488373,0.0,2.3255813953488373
p374_091,I am confident of the outcome this week., i am confident of the outcome this week,25.0,5.0,0.0,7.5
p374_092,It's not right of Labour., its not right of labour,40.0,16.0,40.0,36.0
p374_093,It doesn't always work that way., It doesn't always work that way,16.666666666666664,3.125,0.0,3.125
p374_094,This was much worse., This was much worse,25.0,5.0,0.0,5.0
p374_095,"That, though, is not true."," That, though, is not true",20.0,3.8461538461538463,0.0,3.8461538461538463
p374_096,I'm working at the moment., i'm working at the moment,40.0,7.6923076923076925,0.0,26.923076923076923
