name,wer,wer_n,cer,cer_n,transcription,prediction
p241_001,66.66666666666666,66.66666666666666,36.84210526315789,35.0,Please call Stella., fees call stellar
p241_002,0.0,0.0,1.8518518518518516,1.8181818181818181,Ask her to bring these things with her from the store., Ask her to bring these things with her from the store
p241_003,15.0,15.0,14.705882352941178,14.285714285714285,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob."," Six bins of fresh no-peas, five thick slabs of bleu cheese and maybe a snack for her brother Bob"
p241_004,0.0,0.0,1.4925373134328357,1.4705882352941175,We also need a small plastic snake and a big toy frog for the kids., We also need a small plastic snake and a big toy frog for the kids
p241_005,10.0,9.523809523809524,8.737864077669903,8.333333333333332,"She can scoop these things into three red bags, and we will go meet her Wednesday at the train station."," She can scoop his things into three red bags, and we will go and meet her Wednesday at the train station"
p241_006,5.88235294117647,5.88235294117647,3.4482758620689653,3.3707865168539324,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow."," When the sunlight strikes raindrops in the air, they act as a prison and form a rainbow"
p241_007,16.666666666666664,16.666666666666664,13.23529411764706,12.857142857142856,The rainbow is a division of white light into many beautiful colors., The rainbow is a division of white lights into many peaceful colors
p241_008,0.0,0.0,0.0,0.0,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon."," These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon."
p241_009,28.57142857142857,28.57142857142857,44.61538461538462,38.666666666666664,"There is , according to legend, a boiling pot of gold at one end.", There is a core intelligent a boiling pot of gold at one end
p241_010,0.0,0.0,5.263157894736842,5.128205128205128,"People look, but no one ever finds it."," people look, but no one ever finds it"
p241_011,0.0,0.0,0.8,0.7936507936507936,"When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow."," When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow"
p241_012,0.0,0.0,1.3333333333333335,1.3157894736842104,Throughout the centuries people have explained the rainbow in various ways., Throughout the centuries people have explained the rainbow in various ways
p241_013,0.0,0.0,1.5625,1.5384615384615385,Some have accepted it as a miracle without physical explanation., Some have accepted it as a miracle without physical explanation
p241_014,6.666666666666667,6.666666666666667,8.0,7.894736842105263,To the Hebrews it was a token that there would be no more universal floods., to the heapers it was a token that there would be no more universal floods
p241_016,4.761904761904762,4.545454545454546,3.6036036036036037,3.4482758620689653,The Norsemen considered the rainbow as a bridge over which the gods passed from earth to their home in the sky., The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky
p241_017,12.5,12.5,9.090909090909092,8.928571428571429,Others have tried to explain the phenomenon physically., others have tried to explain a phenomenon physically
p241_018,6.25,6.25,5.555555555555555,5.434782608695652,Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain.," Aristotle thought that the rainbow is caused by reflection of the sun's rays, by the rain"
p241_019,0.0,0.0,0.847457627118644,0.8403361344537815,"Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows."," Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows"
p241_021,7.142857142857142,9.090909090909092,4.430379746835443,4.375,"The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases."," The difference in the rainbow depends considerably upon the size of the drops, and the width of a coloured band increases as the size of the drops increases."
p241_023,5.555555555555555,5.714285714285714,2.247191011235955,2.197802197802198,"If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow."," If the red of the second bow falls upon the green of the first, the result is to give the bow with an abnormally wide yellow band, since red and green lights when mixed form yellow."
p241_024,4.761904761904762,4.761904761904762,3.9215686274509802,3.8834951456310676,"This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue."," This is a very common type of bow, one showing mainly red and yellow, with lisot or no green or blue."
p241_025,9.090909090909092,9.090909090909092,6.451612903225806,6.349206349206349,She is given a new deputy minister for transport and planning., He is given a new deputy minister for transport and planning
p241_026,0.0,0.0,2.0,1.9607843137254901,He said the matter had been neglected in the past., He said the matter had been neglected in the past
p241_027,0.0,0.0,4.166666666666666,4.081632653061225,"We have to pull together, or we will hang apart.", We have to pull together or we will hang apart
p241_028,0.0,0.0,1.8518518518518516,1.8181818181818181,"I am not interested in the money, it is the principle."," I am not interested in the money, it is the principle"
p241_029,0.0,0.0,6.25,6.122448979591836,"However, the following year the cancer returned.", however the following year the cancer returned
p241_030,0.0,0.0,5.555555555555555,5.454545454545454,"Their courage, and their honesty, should be respected.", Their courage and their honesty should be respected
p241_031,8.333333333333332,8.333333333333332,4.10958904109589,4.054054054054054,They were described as being in a serious but stable condition yesterday., They were described as been in a serious but stable condition yesterday
p241_032,0.0,0.0,5.263157894736842,5.0,This is the window., This is the window
p241_033,0.0,0.0,3.3333333333333335,3.225806451612903,People love to see this stuff., People love to see this stuff
p241_034,0.0,0.0,4.761904761904762,4.545454545454546,And we have a singer., And we have a singer
p241_035,0.0,0.0,2.941176470588235,2.857142857142857,He took me on a tour of the wards., He took me on a tour of the wards
p241_036,0.0,0.0,4.444444444444445,4.3478260869565215,"IT shouldn't come as a surprise, but it does."," It shouldn't come as a surprise, but it does"
p241_037,0.0,0.0,5.555555555555555,5.263157894736842,It's nice to hear., It's nice to hear
p241_038,16.666666666666664,16.666666666666664,10.144927536231885,10.0,"Two other men, including the taxi driver, were wounded in the attack."," Two other men, including a taxi driver, were blended in the attack"
p241_039,0.0,0.0,3.125,3.0303030303030303,It is not for any other purpose., It is not for any other purpose
p241_040,0.0,0.0,4.0,3.8461538461538463,President Bush is at war., President Bush is at war
