name,transcription,prediction,ev_wer,ev_cer,my_wer,my_cer
p236_002,Ask her to bring these things with her from the store., Ask her to bring these things with her from the store.,0.0,0.0,0.0,0.0
p236_003,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob."," 6 boons of fresh snow peas, 5-6 slabs of blue cheese and maybe a snack for her brother Bob.",25.0,15.686274509803921,25.0,23.52941176470588
p236_004,We also need a small plastic snake and a big toy frog for the kids., We also need a small plastic snake and a big toy frog for the kids.,0.0,0.0,0.0,0.0
p236_005,"She can scoop these things into three red bags, and we will go meet her Wednesday at the train station.", She can scoop these things into three red bags and we will go meet her Wednesday at the train station.,5.0,0.9708737864077669,0.0,0.9708737864077669
p236_006,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow.", When the sunlight strikes raindrops in the air they act as a prism and form a rainbow.,5.88235294117647,1.1494252873563218,0.0,1.1494252873563218
p236_007,The rainbow is a division of white light into many beautiful colors., The rainbow is a division of white light and so many beautiful colours.,25.0,7.352941176470589,25.0,13.23529411764706
p236_009,"There is , according to legend, a boiling pot of gold at one end."," That is according to legend, a boiling part of gold at one end.",21.428571428571427,10.76923076923077,35.714285714285715,46.15384615384615
p236_010,"People look, but no one ever finds it.", People look but no one ever finds it.,12.5,2.631578947368421,0.0,2.631578947368421
p236_011,"When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow.", When a man looks for something beyond his reach his friends say he's looking for the pot of gold at the end of the rainbow.,11.538461538461538,2.4,7.6923076923076925,4.0
p236_012,Throughout the centuries people have explained the rainbow in various ways., Throughout the centuries people have explained the rainbow in various ways.,0.0,0.0,0.0,0.0
p236_013,Some have accepted it as a miracle without physical explanation., Some have accepted this as a miracle without physical explanation.,10.0,4.6875,10.0,6.25
p236_014,To the Hebrews it was a token that there would be no more universal floods., To the Hebrews it was a token that there would be no more universal floods.,0.0,0.0,0.0,0.0
