name,wer,wer_n,cer,cer_n,transcription,prediction
p341_001,0.0,0.0,10.526315789473683,10.0,Please call Stella., Please call stella
p341_002,0.0,0.0,3.7037037037037033,3.6363636363636362,Ask her to bring these things with her from the store., ask her to bring these things with her from the store
p341_003,0.0,0.0,1.9607843137254901,1.9230769230769231,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob."," Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother, Bob"
p341_004,0.0,0.0,1.4925373134328357,1.4705882352941175,We also need a small plastic snake and a big toy frog for the kids., We also need a small plastic snake and a big toy frog for the kids
p341_005,15.0,14.285714285714285,14.563106796116504,13.88888888888889,"She can scoop these things into three red bags, and we will go meet her Wednesday at the train station."," she can scoot these things into three red bags, and we will go meet her one day at the train station"
p341_006,23.52941176470588,23.52941176470588,10.344827586206897,9.782608695652174,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow."," When the sunlight strikes, raindrops in the air, the actors of prism and form a rainbow"
p341_007,0.0,0.0,2.941176470588235,2.898550724637681,The rainbow is a division of white light into many beautiful colors., the rainbow is a division of white light into many beautiful colors
p341_008,4.545454545454546,4.545454545454546,1.7241379310344827,1.7094017094017095,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon."," These take the shape of a long round arch, with its path high above, and its too ends apparently beyond the horizon"
p341_009,0.0,0.0,3.076923076923077,3.0303030303030303,"There is , according to legend, a boiling pot of gold at one end.","there is , according to legend, a boiling pot of gold at one end"
p341_010,0.0,0.0,5.263157894736842,5.128205128205128,"People look, but no one ever finds it."," people look, but no one ever finds it"
p341_011,3.8461538461538463,3.8461538461538463,1.6,1.5873015873015872,"When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow."," When a man looks for something beyond his reach, his friend say he is looking for the pot of gold at the end of the rainbow"
p341_012,0.0,0.0,2.666666666666667,2.5974025974025974,Throughout the centuries people have explained the rainbow in various ways.," Throughout the centuries, people have explained the rainbow in various ways"
p341_013,0.0,0.0,2.941176470588235,2.898550724637681,Some have accepted it as a miracle without any physical explanation., some have accepted it as a miracle without any physical explanation
p341_014,6.666666666666667,6.666666666666667,9.333333333333334,9.210526315789473,To the Hebrews it was a token that there would be no more universal floods.," to the hibrus, it was a token that there would be no more universal floods"
p341_015,5.263157894736842,5.263157894736842,10.0,9.89010989010989,The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain., the greeks used to imagine that it was a sign from the gods to hotel war or heavy rain
p341_016,0.0,0.0,1.8018018018018018,1.7857142857142856,The Norsemen considered the rainbow as a bridge over which the gods passed from earth to their home in the sky., the Norsemen considered the rainbow as a bridge over which the gods passed from earth to their home in the sky
p341_017,0.0,0.0,3.6363636363636362,3.571428571428571,Others have tried to explain the phenomenon physically., others have tried to explain the phenomenon physically
p341_018,18.75,18.75,10.0,9.782608695652174,Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain., Aristotle thought that the rainbow is caused by reflection of the sons raise by the rain
p341_019,10.526315789473683,10.526315789473683,13.559322033898304,13.008130081300814,"Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows."," since then, physicists have found that it is not reflection, but reflection, by the rheindraps, which causes the rainbows"
p341_020,0.0,0.0,1.7241379310344827,1.694915254237288,Many complicated ideas about the rainbow have been formed., Many complicated ideas about the rainbow have been formed
p341_021,3.571428571428571,4.545454545454546,3.79746835443038,3.75,"The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases."," the difference in the rainbow depends considerably upon the size of the drops, and the width of the coloured band increases as the size of the drops increases"
p341_022,10.526315789473683,10.0,12.871287128712872,12.380952380952381,The actual primary rainbow observed is said to be the effect of super-imposition of a number of bows., the actual primary rainbow observed is said to be the effect of super in position of a number of bows
p341_023,2.7777777777777777,2.857142857142857,3.3707865168539324,3.3333333333333335,"If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow."," if the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light, one mixed form yellow"
p341_024,0.0,0.0,1.9607843137254901,1.9417475728155338,"This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue."," this is a very common type of bow, one showing mainly red and yellow, with little or no green or blue"
p341_025,0.0,0.0,5.714285714285714,5.555555555555555,This guy is never going to give up., this guy is never going to give up
p341_026,25.0,25.0,16.0,15.384615384615385,That's interesting to me., thats interesting to me
p341_027,0.0,0.0,4.444444444444445,4.3478260869565215,I managed to take her completely by surprise., i managed to take her completely by surprise
p341_028,0.0,0.0,6.25,6.0606060606060606,"It is only one night, after all."," it is only one night, after all"
p341_029,0.0,0.0,6.0606060606060606,5.88235294117647,The injuries are not too serious., the injuries are not too serious
p341_030,25.0,25.0,43.47826086956522,38.46153846153847,Gilbert was not amused., guiltbert was not amused
p341_031,0.0,0.0,3.571428571428571,3.389830508474576,"I was left-handed, but it was just a matter of practice."," i was left-handed, but it was just a matter of practice"
p341_032,0.0,0.0,6.0606060606060606,5.88235294117647,It has moved on in the last week., it has moved on in the last week
p341_033,0.0,0.0,3.571428571428571,3.4482758620689653,Everything was up for grabs., Everything was up for grabs
p341_034,20.0,20.0,19.047619047619047,18.181818181818183,It's easy to see why.,its easy to see why
p341_035,0.0,0.0,6.25,6.0606060606060606,I am proud of moments like that., i am proud of moments like that
p341_036,0.0,0.0,7.4074074074074066,7.142857142857142,That was no surprise to me., that was no surprise to me
p341_037,0.0,0.0,4.761904761904762,4.651162790697675,This has been blown out of all proportion., this has been blown out of all proportion
p341_038,0.0,0.0,10.526315789473683,10.0,There is no escape.,there is no escape
p341_039,40.0,40.0,25.925925925925924,25.0,It's wonderful to have won.,its wonderful to have one
p341_040,0.0,0.0,2.3255813953488373,2.272727272727273,Nine of the tourists were killed instantly., Nine of the tourists were killed instantly
p341_041,0.0,0.0,3.9215686274509802,3.8461538461538463,"He was arrested, but later released without charge."," he was arrested, but later released without charge"
p341_042,0.0,0.0,7.4074074074074066,7.142857142857142,I fell into it by accident., i fell into it by accident
p341_043,28.57142857142857,28.57142857142857,9.615384615384617,9.25925925925926,Ministers received the report with frosty reticence., ministers received the report with frostie reticance
p341_044,0.0,0.0,8.333333333333332,8.0,This is a big advantage., this is a big advantage
p341_045,0.0,0.0,6.25,6.0606060606060606,Her daughter is getting married., her daughter is getting married
p341_046,12.5,12.5,12.5,12.244897959183673,Moray Council could not be contacted last night., moire council could not be contacted last night
p341_047,0.0,0.0,3.571428571428571,3.508771929824561,"If you have to pay for treatment, you pay for treatment."," if you have to pay for treatment, you pay for treatment"
p341_048,12.5,12.5,9.75609756097561,9.523809523809524,All the lads are totally focused on that., all the lads are totally focus on that
p341_049,0.0,0.0,3.4482758620689653,3.3333333333333335,Today is not about contracts., Today is not about contracts
p341_050,0.0,0.0,4.0,3.9215686274509802,That says something for his strength of character., that says something for his strength of character
p341_051,0.0,0.0,5.0,4.761904761904762,We are going for it., We are going for it
p341_052,12.5,12.5,7.142857142857142,6.976744186046512,"You see, it wasn't a tournament of equals."," You see, it wasnt a tournament of equals"
p341_053,20.0,20.0,19.047619047619047,18.181818181818183,It's to do with play.,its to do with play
p341_054,0.0,0.0,2.0408163265306123,2.0,"However, the appeal judges rejected the argument."," However, the appeal judges rejected the argument"
p341_055,16.666666666666664,16.666666666666664,20.0,19.230769230769234,I've just got to do this.,ive just got to do this
p341_056,14.285714285714285,14.285714285714285,11.11111111111111,10.81081081081081,"It's not, of course, a concert hall.","its not, of course, a concert hall"
p341_057,0.0,0.0,7.4074074074074066,7.142857142857142,So the process was refined., so the process was refined
p341_058,28.57142857142857,28.57142857142857,22.727272727272727,21.27659574468085,Labour accused the Tory leader of panicking., labour accused the tories leader of panic
p341_059,30.0,30.0,24.444444444444443,23.91304347826087,"I know when my time is, it doesn't bother me."," i no one my time is, it doesnt bother me"
p341_060,0.0,0.0,6.25,6.0606060606060606,I think it is a sensible change., i think it is a sensible change
p341_061,0.0,0.0,9.090909090909092,8.333333333333332,Sex is fun?, Sex is fun
p341_062,0.0,0.0,5.0,4.878048780487805,"They were not doing it too well, either.", They were not doing it too well either
p341_063,14.285714285714285,14.285714285714285,13.88888888888889,13.513513513513514,"He added, It's not a racial problem."," he added, its not a racial problem"
p341_064,0.0,0.0,8.695652173913043,8.333333333333332,This is the crossroads., this is the crossroads
p341_065,0.0,0.0,5.0,4.878048780487805,He had played well in that central role., he had played well in that central role
p341_066,0.0,0.0,10.526315789473683,10.0,He is pretty upset., he is pretty upset
p341_067,0.0,0.0,3.3333333333333335,3.225806451612903,And who would argue with that?, and who would argue with that?
p341_068,0.0,0.0,0.0,0.0,Where is the human rights?, Where is the human rights?
p341_069,0.0,0.0,3.8461538461538463,3.7037037037037033,We must put a marker down., We must put a marker down
p341_070,0.0,0.0,5.405405405405405,5.263157894736842,The decision is an absolute disgrace., the decision is an absolute disgrace
p341_071,0.0,0.0,2.0408163265306123,2.0,"Now, just two games into the season, he has gone."," Now, just two games into the season, he has gone"
p341_072,0.0,0.0,6.666666666666667,6.451612903225806,It is time to give her a rest., it is time to give her a rest
p341_073,0.0,0.0,2.941176470588235,2.857142857142857,They had had time for little else., They had had time for little else
p341_074,0.0,0.0,8.695652173913043,8.333333333333332,The feeling is awesome., the feeling is awesome
p341_075,0.0,0.0,4.545454545454546,4.444444444444445,We have reports of this throughout Scotland., We have reports of this throughout scotland
p341_076,0.0,0.0,9.090909090909092,8.695652173913043,But there was a shift., but there was a shift
p341_077,0.0,0.0,5.405405405405405,5.263157894736842,The settlement could run to millions., the settlement could run to millions
p341_078,0.0,0.0,6.451612903225806,6.25,It does not stop at the border., it does not stop at the border
