name,wer,wer_n,cer,cer_n,transcription,prediction
p364_001,0.0,0.0,10.526315789473683,10.0,Please call Stella., Please call stella
p364_002,0.0,0.0,3.7037037037037033,3.6363636363636362,Ask her to bring these things with her from the store., ask her to bring these things with her from the store
p364_003,10.0,10.0,9.803921568627452,9.615384615384617,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob."," Six spins of fresh no peas, five thick slabs of blue cheese, and maybe a snack for her brother, Bob"
p364_004,6.666666666666667,6.666666666666667,4.477611940298507,4.411764705882353,We also need a small plastic snake and a big toy frog for the kids., We also need a small plastic snack and a big toy frog for the kids
p364_005,15.0,15.0,19.41747572815534,18.34862385321101,"She can scoop these things into three red bags, and we will go meet her Wednesday at the train station."," she can script these things into three red bags and we will go meet her one state, the train station"
p364_006,17.647058823529413,17.647058823529413,6.896551724137931,6.666666666666667,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow."," When the sunlight strikes, raindrops in the air, the act is a prison and form a rainbow"
p364_007,8.333333333333332,8.333333333333332,5.88235294117647,5.797101449275362,The rainbow is a division of white light into many beautiful colors., the rainbow is a division of white light into many beautiful colours
p364_008,4.545454545454546,4.545454545454546,2.586206896551724,2.564102564102564,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon."," These take the shape of a long round arch, with its path high above and its too ends apparently beyond the horizon"
p364_009,0.0,0.0,3.076923076923077,3.0303030303030303,"There is , according to legend, a boiling pot of gold at one end.","there is , according to legend, a boiling pot of gold at one end"
p364_010,0.0,0.0,5.263157894736842,5.128205128205128,"People look, but no one ever finds it."," people look, but no one ever finds it"
p364_011,7.6923076923076925,7.6923076923076925,3.2,3.149606299212598,"When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow."," When a man looks for something beyond his reach, his friend said he is looking for the pot of gold at the end of the rainbow"
p364_012,0.0,0.0,2.666666666666667,2.5974025974025974,Throughout the centuries people have explained the rainbow in various ways.," Throughout the centuries, people have explained the rainbow in various ways"
p364_013,20.0,20.0,9.375,9.230769230769232,Some have accepted it as a miracle without physical explanation., some have accepted as a miracle without physical explanation
p364_014,6.666666666666667,6.666666666666667,9.333333333333334,9.210526315789473,To the Hebrews it was a token that there would be no more universal floods.," to the hibrus, it was a token that there would be no more universal floods"
p364_015,5.263157894736842,5.263157894736842,8.88888888888889,8.791208791208792,The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain., the Greeks used to imagine that it was a sign from the gods to hotel war or heavy rain
p364_016,9.523809523809524,9.090909090909092,9.90990990990991,9.482758620689655,The Norsemen considered the rainbow as a bridge over which the gods passed from earth to their home in the sky., the north men considered the rainbow as a bridge over which the gods passed from earth to their home in the sky
p364_017,0.0,0.0,3.6363636363636362,3.571428571428571,Others have tried to explain the phenomenon physically., others have tried to explain the phenomenon physically
p364_018,31.25,29.411764705882355,30.0,26.47058823529412,Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain., RS stottles thought that the rainbow is caused by reflection of the sons raised by the rain
p364_019,5.263157894736842,5.263157894736842,4.273504273504273,4.201680672268908,"Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbow."," since then, physicists have found that it is not reflection, but reflection by the raindrops which causes the rainbow"
p364_020,0.0,0.0,1.7241379310344827,1.694915254237288,Many complicated ideas about the rainbow have been formed., Many complicated ideas about the rainbow have been formed
p364_021,3.571428571428571,4.545454545454546,3.79746835443038,3.75,"The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases."," the difference in the rainbow depends considerably upon the size of the drops, and the width of the coloured band increases as the size of the drops increases"
p364_022,15.789473684210526,15.0,17.82178217821782,16.9811320754717,The actual primary rainbow observed is said to be the effect of super-imposition of a number of bows., the actual primary rainbow observed is said to be the effect of zipper in position of a number of bows
p364_023,5.555555555555555,5.714285714285714,6.741573033707865,6.70391061452514,"If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow."," if the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light went mixed for a yellow"
p364_024,4.761904761904762,4.761904761904762,3.9215686274509802,3.8461538461538463,"This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue."," This is a very common type of boat, one showing mainly red and yellow, with little or no green or blue"
p364_025,0.0,0.0,4.761904761904762,4.545454545454546,Is that not pathetic?, is that not pathetic?
p364_026,0.0,0.0,4.761904761904762,4.651162790697675,Our nation has been changed by this event.,our nation has been changed by this event
p364_027,0.0,0.0,6.0606060606060606,5.88235294117647,That would be a big step forward., that would be a big step forward
p364_028,0.0,0.0,8.333333333333332,8.0,I love you so very much., i love you so very much
p364_029,0.0,0.0,6.451612903225806,6.25,"Scotland needs to hear it, too."," scotland needs to hear it, too"
p364_030,0.0,0.0,8.108108108108109,7.894736842105263,Prime minister Blair is not that way., prime minister blair is not that way
p364_031,12.5,12.5,9.75609756097561,9.523809523809524,But at the moment there isn't the budget., but at the moment there isnt the budget
p364_032,0.0,0.0,6.666666666666667,6.451612903225806,It is not a matter of concern., it is not a matter of concern
p364_033,33.33333333333333,28.57142857142857,21.21212121212121,18.421052631578945,We're not either of those things., We are not either of those things
p364_034,12.5,12.5,9.75609756097561,9.30232558139535,The man has already had too many chances., the man has already hard too many chances
p364_035,20.0,20.0,15.384615384615385,14.814814814814813,It shouldn't be a problem., it shouldnt be a problem
p364_036,0.0,0.0,6.896551724137931,6.666666666666667,"It was very moving, actually."," it was very moving, actually"
p364_037,20.0,20.0,12.5,13.636363636363635,It isn't a free-for-all., it isnt a free-for-all
p364_038,0.0,0.0,21.951219512195124,21.428571428571427,PENSIONS have been hitting the headlines.,pensions have been hitting the headlines
p364_039,0.0,0.0,5.714285714285714,5.555555555555555,I was not fit enough and it showed., i was not fit enough and it showed
p364_040,0.0,0.0,5.88235294117647,5.714285714285714,I thought it was the only way out., i thought it was the only way out
p364_041,0.0,0.0,2.941176470588235,2.857142857142857,We welcome the ministers decision., We welcome the ministers decision
p364_042,0.0,0.0,5.405405405405405,5.263157894736842,Since then it has become a tradition., since then it has become a tradition
p364_043,0.0,0.0,9.090909090909092,8.695652173913043,The concept is simple., the concept is simple
p364_044,0.0,0.0,7.5,7.317073170731707,That is how the Farmer is feeling today., that is how the farmer is feeling today
p364_045,14.285714285714285,14.285714285714285,9.523809523809524,9.30232558139535,And that's the trouble with this business., and thats the trouble with this business
p364_046,0.0,0.0,5.555555555555555,5.263157894736842,So what did he do?, so what did he do?
