name,wer,wer_n,cer,cer_n,transcription,prediction
p270_001,0.0,0.0,15.789473684210526,15.0,Please call Stella.,please call stella
p270_002,0.0,0.0,3.7037037037037033,3.6363636363636362,Ask her to bring these things with her from the store., ask her to bring these things with her from the store
p270_003,5.0,5.0,4.901960784313726,4.807692307692308,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob."," 6 spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother, Bob"
p270_004,0.0,0.0,1.4925373134328357,1.4705882352941175,We also need a small plastic snake and a big toy frog for the kids., We also need a small plastic snake and a big toy frog for the kids
p270_005,5.0,5.0,2.912621359223301,2.8846153846153846,"She can scoop these things into three red bags, and we will go meet her Wednesday at the train station."," she can scoot these things into three red bags, and we will go meet her Wednesday at the train station"
p270_006,11.76470588235294,11.11111111111111,13.793103448275861,12.631578947368421,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow."," When the sunlight strikes, rain drops in the air, they act as a prism and form a rainbow"
p270_007,8.333333333333332,8.333333333333332,5.88235294117647,5.797101449275362,The rainbow is a division of white light into many beautiful colors., the rainbow is a division of white light into many beautiful colours
p270_008,4.545454545454546,4.545454545454546,2.586206896551724,2.564102564102564,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon."," These take the shape of a long round arch with its path high above, and its too ends apparently beyond the horizon"
p270_009,0.0,0.0,3.076923076923077,3.0303030303030303,"There is , according to legend, a boiling pot of gold at one end.","there is , according to legend, a boiling pot of gold at one end"
p270_010,0.0,0.0,5.263157894736842,5.128205128205128,"People look, but no one ever finds it."," people look, but no one ever finds it"
p270_011,0.0,0.0,0.8,0.7936507936507936,"When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow."," When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow"
p270_012,0.0,0.0,2.666666666666667,2.5974025974025974,Throughout the centuries people have explained the rainbow in various ways.," Throughout the centuries, people have explained the rainbow in various ways"
p270_013,0.0,0.0,3.125,3.076923076923077,Some have accepted it as a miracle without physical explanation., some have accepted it as a miracle without physical explanation
p270_014,6.666666666666667,6.666666666666667,9.333333333333334,9.210526315789473,To the Hebrews it was a token that there would be no more universal floods., to the hibrus it was a token that there would be no more universal floods
p270_015,10.526315789473683,10.526315789473683,11.11111111111111,10.989010989010989,The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain., the greeks used to imagine that it was a sign from the god to hotel war or heavy rain
p270_016,9.523809523809524,9.523809523809524,6.306306306306306,6.25,The Norsemen considered the rainbow as a bridge over which the gods passed from earth to their home in the sky., the northman considered the rainbow as a bridge over which the god passed from earth to their home in the sky
p270_017,12.5,12.5,5.454545454545454,5.263157894736842,Others have tried to explain the phenomenon physically., others have tried to explain the phenomenons physically
p270_018,31.25,29.411764705882355,31.11111111111111,27.184466019417474,Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain.,i restottle thought that the rainbow is caused by reflection of the sons raised by the rain
p270_019,15.789473684210526,15.0,23.728813559322035,21.53846153846154,"Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows."," since then physicists have found that it is not reflection, but a reflection by the rangers, which causes the rainbows"
p270_020,0.0,0.0,1.7241379310344827,1.694915254237288,Many complicated ideas about the rainbow have been formed., Many complicated ideas about the rainbow have been formed
p270_021,3.571428571428571,4.545454545454546,3.79746835443038,3.75,"The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases."," the difference in the rainbow depends considerably upon the size of the drops, and the width of the coloured band increases as the size of the drops increases"
p270_022,10.526315789473683,10.0,12.871287128712872,12.380952380952381,The actual primary rainbow observed is said to be the effect of super-imposition of a number of bows., the actual primary rainbow observed is said to be the effect of super in position of a number of bows
p270_023,5.555555555555555,5.714285714285714,5.056179775280898,4.945054945054945,"If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow."," if the red of the second bow falls upon the green of the first, the result is to give a ball with an abnormally-wide yellow band, since red and green light one mixed form yellow"
p270_024,6.451612903225806,6.25,7.317073170731707,7.0588235294117645,"This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue.She is given a new deputy minister for transport and planning.","there is a very common type of bow, one showing mainly red and yellow, with little or no green or blue, she is given a new deputy minister for transport and planning"
p270_025,22.22222222222222,22.22222222222222,22.727272727272727,21.73913043478261,He was afraid to stay in hospital in Kosovo., he is afraid to stay in hospital in costover
p270_026,0.0,0.0,2.7777777777777777,2.7027027027027026,They will not be allowed to succeed., They will not be allowed to succeed
p270_027,0.0,0.0,6.451612903225806,6.25,Smoking is also very important., smoking is also very important
p270_028,50.0,50.0,45.45454545454545,42.857142857142854,Allan Johnston was not match fit., allain jonston was not much fit
p270_029,0.0,0.0,9.375,9.090909090909092,It was as if I had been stabbed., it was as if i had been stabbed
