name,wer,wer_n,cer,cer_n,transcription,prediction
p281_002,0.0,0.0,3.7037037037037033,3.6363636363636362,Ask her to bring these things with her from the store., ask her to bring these things with her from the store
p281_003,15.0,15.0,16.666666666666664,15.454545454545453,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob."," Six spoons of fresh no-pies, five thick slabs of blue cheese, and maybe a smack for her brother, Bob"
p281_004,0.0,0.0,1.4925373134328357,1.4705882352941175,We also need a small plastic snake and a big toy frog for the kids., We also need a small plastic snake and a big toy frog for the kids
p281_005,15.0,14.285714285714285,12.62135922330097,11.926605504587156,"She can scoop these things into three red bags, and we will go meet her Wednesday at the train station."," she can scup these things into three red bags, and when we go go meet her Wednesday at the train station"
p281_006,52.94117647058824,50.0,52.87356321839081,42.201834862385326,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow."," When the sunlight strikes rind jobs in the air, the actors of prison and former rainbow"
p281_007,8.333333333333332,8.333333333333332,10.294117647058822,10.144927536231885,The rainbow is a division of white light into many beautiful colors., the rainbow is a division of light light into many beautiful colors
p281_008,27.27272727272727,26.08695652173913,27.586206896551722,24.427480916030532,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon."," These take the shape of a long-term branch, with its path high above, and its true hands are apparently beyond a horizon"
p281_009,0.0,0.0,3.076923076923077,3.0303030303030303,"There is , according to legend, a boiling pot of gold at one end.","there is , according to legend, a boiling pot of gold at one end"
p281_010,0.0,0.0,5.263157894736842,5.128205128205128,"People look, but no one ever finds it."," people look, but no one ever finds it"
p281_011,11.538461538461538,11.538461538461538,5.6000000000000005,5.555555555555555,"When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow."," When a man looks for something beyond his reach, his friend Z is looking for the pot of gold at the end of the rainbow"
p281_012,0.0,0.0,2.666666666666667,2.5974025974025974,Throughout the centuries people have explained the rainbow in various ways.," Throughout the centuries, people have explained the rainbow in various ways"
p281_013,0.0,0.0,3.125,3.076923076923077,Some have accepted it as a miracle without physical explanation., some have accepted it as a miracle without physical explanation
p281_014,20.0,20.0,18.666666666666668,17.94871794871795,To the Hebrews it was a token that there would be no more universal floods., to the hibours it was a token that there had been no more universal floods
p281_015,21.052631578947366,21.052631578947366,22.22222222222222,21.73913043478261,The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain.," the great huge to imagine that it is a sign from the gods to hotel, war, or heavy rain"
p281_016,19.047619047619047,18.181818181818183,15.315315315315313,14.40677966101695,The Norsemen considered the rainbow as a bridge over which the gods passed from earth to their home in the sky., the Norsemen considered the rainbow as a bridge of a watch the gods pass from earth to their home in the sky
p281_017,0.0,0.0,3.6363636363636362,3.571428571428571,Others have tried to explain the phenomenon physically., others have tried to explain the phenomenon physically
p281_018,43.75,36.84210526315789,28.888888888888886,24.528301886792452,Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain., Arrows are a subtle thought that the rainbow is caused by reflection of the suns raised by the rain
p281_019,15.789473684210526,15.789473684210526,5.932203389830509,5.833333333333333,"Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows."," since then physicists have found that its not reflection, but reflection by the raindrops which causes the rainbows"
p281_020,11.11111111111111,11.11111111111111,13.793103448275861,13.333333333333334,Many complicated ideas about the rainbow have been formed., Many complicated ideas about the rainbow have been informed
p281_021,7.142857142857142,9.090909090909092,8.860759493670885,8.383233532934131,"The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases."," the difference in the rainbow depends considerably upon the size of the drops and the width of the coloured band increases is the size of the drops, drops increases"
p281_022,26.31578947368421,26.31578947368421,34.65346534653465,30.701754385964914,The actual primary rainbow observed is said to be the effect of super-imposition of a number of bows., the actual primary involved observer said to be the effect of supreme position of a number of bows
p281_023,2.7777777777777777,2.857142857142857,2.8089887640449436,2.793296089385475,"If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow."," if the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light one mixed form yellow"
p281_024,0.0,0.0,1.9607843137254901,1.9417475728155338,"This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue."," this is a very common type of bow, one showing mainly red and yellow, with little or no green or blue"
p281_025,0.0,0.0,3.225806451612903,3.1746031746031744,She is given a new deputy minister for transport and planning., she is given a new deputy minister for transport and planning
p281_026,0.0,0.0,2.3255813953488373,2.272727272727273,They are very clever in their use of words., They are very clever in their use of words
p281_027,0.0,0.0,8.571428571428571,8.333333333333332,"In both cases, I suffered a fiasco."," in both cases, i suffered a fiasco"
p281_028,0.0,0.0,6.451612903225806,6.25,Smoking is also very important., smoking is also very important
p281_029,12.5,12.5,11.11111111111111,10.81081081081081,It's not going to work out that way., its not going to work out that way
p281_030,40.0,33.33333333333333,27.586206896551722,22.857142857142858,They've got their own agenda., They have got their own agenda
p281_031,20.0,20.0,18.181818181818183,17.391304347826086,I'd just like to play., i just like to play
p281_032,0.0,0.0,6.666666666666667,6.451612903225806,Our fans have been marvellous.,our fans have been marvellous
p281_033,0.0,0.0,1.639344262295082,1.5625,We must provide a long-term solution to tackle this attitude., We must provide a long-term solution to tackle this attitude
p281_034,0.0,0.0,6.451612903225806,6.25,He should emerge as the winner., he should emerge as the winner
p281_035,0.0,0.0,8.0,7.6923076923076925,She failed in her action., she failed in her action
p281_036,0.0,0.0,2.272727272727273,2.2222222222222223,"Nonetheless, the overall picture is healthy."," Nonetheless, the overall picture is healthy"
p281_037,0.0,0.0,7.142857142857142,6.896551724137931,It carried a double message., it carried a double message
p281_038,0.0,0.0,8.0,7.6923076923076925,It is a financial matter., it is a financial matter
p281_039,0.0,0.0,5.88235294117647,5.714285714285714,This film will be totally awesome., this film will be totally awesome
p281_040,0.0,0.0,3.571428571428571,3.4482758620689653,They want to be entertained., They want to be entertained
p281_041,0.0,0.0,5.88235294117647,5.714285714285714,A week is a long time in politics., a week is a long time in politics
p281_042,0.0,0.0,6.896551724137931,6.666666666666667,I am just going to go for it., i am just going to go for it
p281_043,18.181818181818183,18.181818181818183,11.320754716981133,11.11111111111111,There's been a wake up call for the sector this week.,theres been a way up call for the sector this week
p281_044,22.22222222222222,22.22222222222222,38.297872340425535,32.72727272727273,"But, after a dip in sales, growth was recorded.", but after a dipping sales growth was recorded
p281_045,0.0,0.0,6.666666666666667,6.451612903225806,Among them are many criminals., among them are many criminals
p281_046,27.27272727272727,27.27272727272727,23.076923076923077,22.641509433962266,The whole of southern Africa is in the grip of Aids., the hall of south africa is in the grip of aits
p281_047,0.0,0.0,12.5,12.0,He looks like an Afghan., he looks like an afghan
p281_048,40.0,40.0,28.57142857142857,27.586206896551722,"That was the theory, anyway."," that is a theory, anyway"
p281_049,8.333333333333332,8.333333333333332,3.3333333333333335,3.278688524590164,"However, he will now have to wait for his chance to impress."," However, he will no have to wait for his chance to impress"
p281_050,0.0,0.0,10.714285714285714,10.344827586206897,I had come back from London., i had come back from london
p281_051,50.0,50.0,53.125,48.57142857142857,Pulled a huge number of viewers., for the huge number of euros
p281_052,10.0,10.0,12.5,12.244897959183673,The cuts were made within an hour of each other., the cuts are made within an hour of each other
p281_053,0.0,0.0,10.526315789473683,10.0,I must take a seat., i must take a seat
