name,wer,wer_n,cer,cer_n,transcription,prediction
p263_001,0.0,0.0,15.789473684210526,15.0,Please call Stella.,please call stella
p263_002,27.27272727272727,27.27272727272727,24.074074074074073,23.214285714285715,Ask her to bring these things with her from the store., ask her to bring these things offer from a store
p263_003,20.0,20.0,16.666666666666664,15.887850467289718,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob."," Six spoons of fresh snipers, five thick slabs of blue cheese, and maybe a snack for a brother bomb"
p263_004,0.0,0.0,1.4925373134328357,1.4705882352941175,We also need a small plastic snake and a big toy frog for the kids., We also need a small plastic snake and a big toy frog for the kids
p263_005,10.0,10.0,8.737864077669903,8.571428571428571,"She can scoop these things into three red bags, and we will go meet her Wednesday at the train station.", she can script these things into three red bags and we will go meet her Wednesday at a train station
p263_006,52.94117647058824,50.0,52.87356321839081,41.81818181818181,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow."," When the sunlight strikes rind jobs in the air, the actors are prison and former rainbow"
p263_007,16.666666666666664,16.666666666666664,10.294117647058822,9.859154929577464,The rainbow is a division of white light into many beautiful colors., the rainbow is the division of white light into many beautiful colours
p263_008,36.36363636363637,34.78260869565217,38.793103448275865,33.582089552238806,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.", the east take the shape of a long-term orange with its path high above and its too hands apparently beyond horizon
p263_009,0.0,0.0,3.076923076923077,3.0303030303030303,"There is , according to legend, a boiling pot of gold at one end.","there is , according to legend, a boiling pot of gold at one end"
p263_010,0.0,0.0,5.263157894736842,5.128205128205128,"People look, but no one ever finds it."," people look, but no one ever finds it"
p263_011,15.384615384615385,15.384615384615385,6.4,6.349206349206349,"When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow."," When a man looks for something beyond his reach, his friend Say is looking for the pot of gold at the end of a rainbow"
p263_012,0.0,0.0,2.666666666666667,2.5974025974025974,Throughout the centuries people have explained the rainbow in various ways.," Throughout the centuries, people have explained the rainbow in various ways"
p263_013,20.0,20.0,23.4375,22.727272727272727,Some have accepted it as a miracle without physical explanation.," some have accepted it as a medical, felt physical explanation"
p263_014,6.666666666666667,6.666666666666667,9.333333333333334,9.090909090909092,To the Hebrews it was a token that there would be no more universal floods.," to the hibries, it was a token that there would be no more universal floods"
p263_015,31.57894736842105,30.0,26.666666666666668,24.489795918367346,The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain., the greek shes to imagine it was a sign from the gods to four-tell war or heavy rain
p263_016,23.809523809523807,21.73913043478261,14.414414414414415,13.333333333333334,The Norsemen considered the rainbow as a bridge over which the gods passed from earth to their home in the sky.,the north main considered the rainbow is a bridge over which the god is passed from earth to their home in the sky
p263_017,0.0,0.0,3.6363636363636362,3.571428571428571,Others have tried to explain the phenomenon physically., others have tried to explain the phenomenon physically
p263_018,25.0,25.0,14.444444444444443,13.978494623655912,Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain., Aristotle thought that the rainbow is caused by reflection of a son raised by the rain
p263_019,21.052631578947366,21.052631578947366,13.559322033898304,13.333333333333334,"Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows."," Since then, physicists have found it is not reflection, but reflection by the rangers, which causes the rainbows"
p263_020,0.0,0.0,1.7241379310344827,1.694915254237288,Many complicated ideas about the rainbow have been formed., Many complicated ideas about the rainbow have been formed
p263_021,28.57142857142857,28.57142857142857,18.354430379746837,18.012422360248447,"The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases.", the difference in the rainbow depends considerably upon the size of a drop and the width of a colourful band increases is the size of a drop s increases
