name,wer,wer_n,cer,cer_n,transcription,prediction
p323_001,0.0,0.0,15.789473684210526,15.0,Please call Stella.,please call stella
p323_002,0.0,0.0,3.7037037037037033,3.6363636363636362,Ask her to bring these things with her from the store., ask her to bring these things with her from the store
p323_003,0.0,0.0,1.9607843137254901,1.9230769230769231,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob."," Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother, Bob"
p323_004,0.0,0.0,2.9850746268656714,2.857142857142857,We also need a small plastic snake and a big toy frog for the kids., We also need a small plastic snake and a big-toy frog for the kids
p323_005,10.0,10.0,7.766990291262135,7.6923076923076925,"She can scoop these things into three red bags, and we will go meet her Wednesday at the train station.", she can scup these things into three red bags and it will go meet her Wednesday at the train station
p323_006,11.76470588235294,11.11111111111111,9.195402298850574,8.791208791208792,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow."," When the sunlight strikes rained up in the air, they act as a prism and form a rainbow"
p323_007,8.333333333333332,8.333333333333332,4.411764705882353,4.3478260869565215,The rainbow is a division of white light into many beautiful colors., The rainbow is a division of white light into many beautiful colours
p323_008,9.090909090909092,9.090909090909092,3.4482758620689653,3.389830508474576,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon."," These take the shape of a long round arch, with its path high above, and its too end, apparently, beyond the horizon"
p323_009,0.0,0.0,3.076923076923077,3.0303030303030303,"There is , according to legend, a boiling pot of gold at one end.","there is , according to legend, a boiling pot of gold at one end"
p323_010,0.0,0.0,5.263157894736842,5.128205128205128,"People look, but no one ever finds it."," people look, but no one ever finds it"
p323_011,0.0,0.0,0.8,0.7936507936507936,"When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow."," When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow"
p323_012,0.0,0.0,2.666666666666667,2.5974025974025974,Throughout the centuries people have explained the rainbow in various ways.," Throughout the centuries, people have explained the rainbow in various ways"
p323_013,0.0,0.0,3.125,3.076923076923077,Some have accepted it as a miracle without physical explanation., some have accepted it as a miracle without physical explanation
p323_014,0.0,0.0,4.0,3.896103896103896,To the Hebrews it was a token that there would be no more universal floods.," to the Hebrews, it was a token that there would be no more universal floods"
p323_015,5.263157894736842,5.263157894736842,10.0,9.89010989010989,The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain., the greeks used to imagine that it was a sign from the gods to hotel war or heavy rain
p323_016,0.0,0.0,1.8018018018018018,1.7857142857142856,The Norsemen considered the rainbow as a bridge over which the gods passed from earth to their home in the sky., the Norsemen considered the rainbow as a bridge over which the gods passed from earth to their home in the sky
p323_017,0.0,0.0,3.6363636363636362,3.571428571428571,Others have tried to explain the phenomenon physically., others have tried to explain the phenomenon physically
p323_018,12.5,12.5,4.444444444444445,4.3478260869565215,Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain., Aristotle thought that the rainbow was caused by reflection of the son's raise by the rain
p323_019,21.052631578947366,20.0,16.94915254237288,15.748031496062993,"Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows."," since then, physicists have found that it is not reflection that reflection by the rain jobs, which causes the rainbows"
p323_020,0.0,0.0,1.7241379310344827,1.694915254237288,Many complicated ideas about the rainbow have been formed., Many complicated ideas about the rainbow have been formed
p323_021,7.142857142857142,7.4074074074074066,9.49367088607595,9.202453987730062,"The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases.", the difference in the rainbow depends considerably upon the size of the raindrops and the width of the coloured band increases as the size of the drops increases
p323_022,10.526315789473683,10.0,12.871287128712872,12.380952380952381,The actual primary rainbow observed is said to be the effect of super-imposition of a number of bows., the actual primary rainbow observed is said to be the effect of super in position of a number of bows
p323_023,0.0,0.0,1.1235955056179776,1.1173184357541899,"If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow."," if the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow"
p323_024,19.047619047619047,18.181818181818183,17.647058823529413,16.363636363636363,"This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue."," This is a very common type of bowel, one showing mainly red and yellow, with little no, green, and or blue"
p323_025,33.33333333333333,28.57142857142857,26.666666666666668,22.22222222222222,We've made a couple of albums., We have made a couple of albums
p323_026,0.0,0.0,2.7777777777777777,2.7027027027027026,Film music was never the same again., Film music was never the same again
p323_027,0.0,0.0,7.142857142857142,6.8181818181818175,It was a deeply moving musical experience.," it was a deeply moving, musical experience"
